,0,1,2,3,4,5
0,-0.67858905,-0.722235,-0.7658797,-0.87094754,-0.8946524,-0.9177352
1,-0.6740835,-0.7177285,-0.7613738,-0.86854947,-0.8922548,-0.91546094
2,-0.66958207,-0.7132273,-0.7568731,-0.866154,-0.88986045,-0.91318864
3,-0.66508764,-0.70873415,-0.75237685,-0.863763,-0.88746804,-0.9109207
4,-0.66059977,-0.704244,-0.74789065,-0.86128527,-0.8850798,-0.9086563
5,-0.65611786,-0.6997637,-0.7434075,-0.85878384,-0.8826941,-0.9063937
6,-0.6516411,-0.69528633,-0.7389316,-0.8562755,-0.8803125,-0.90401703
7,-0.64717126,-0.6908154,-0.7344598,-0.8537702,-0.8779331,-0.9016374
8,-0.64270604,-0.68635005,-0.72999537,-0.851268,-0.8755568,-0.8992618
9,-0.6382452,-0.6818913,-0.72553647,-0.84876883,-0.87318385,-0.89688915
10,-0.6337932,-0.67743784,-0.7210835,-0.84614986,-0.87078637,-0.89451915
11,-0.62934536,-0.6729899,-0.7166357,-0.84342337,-0.8683134,-0.89215267
12,-0.62490386,-0.66854835,-0.7121936,-0.8404454,-0.86584383,-0.8897883
13,-0.62046844,-0.6641147,-0.70775986,-0.83716434,-0.8633781,-0.8874283
14,-0.6160388,-0.65968376,-0.7033281,-0.8334453,-0.86091465,-0.8850714
15,-0.61161464,-0.6552599,-0.6989044,-0.8293966,-0.8584521,-0.88271725
16,-0.6071979,-0.65084267,-0.69448733,-0.82517296,-0.8559766,-0.8803663
17,-0.60278493,-0.6464314,-0.6900749,-0.82089794,-0.85350394,-0.8779516
18,-0.59837866,-0.64202213,-0.68566656,-0.81660306,-0.85103416,-0.87550074
19,-0.5939763,-0.6376225,-0.68126756,-0.812201,-0.84848154,-0.8730538
20,-0.58958185,-0.6332275,-0.6768705,-0.8078069,-0.8457352,-0.87061006
21,-0.5851929,-0.62883747,-0.6724826,-0.80341864,-0.8429922,-0.8681686
22,-0.58080804,-0.62445474,-0.66809905,-0.79903406,-0.83994615,-0.865732
23,-0.5764294,-0.62007546,-0.6637201,-0.79465616,-0.8365858,-0.863297
24,-0.5720578,-0.6157033,-0.6593476,-0.79028434,-0.8329051,-0.8608665
25,-0.5676917,-0.61133575,-0.6549809,-0.78591645,-0.8290204,-0.8584387
26,-0.56333077,-0.6069754,-0.6506203,-0.78155625,-0.8249854,-0.85600096
27,-0.55897427,-0.6026179,-0.64626443,-0.7771991,-0.8207657,-0.853561
28,-0.5546245,-0.5982709,-0.64191514,-0.77285016,-0.81649494,-0.8510304
29,-0.55028045,-0.59392613,-0.63757074,-0.7685042,-0.8121492,-0.8483351
30,-0.54593974,-0.58958554,-0.63323116,-0.7641656,-0.80781156,-0.84562296
31,-0.5416076,-0.5852529,-0.62889874,-0.75983405,-0.8034793,-0.8427896
32,-0.53727967,-0.5809253,-0.62456983,-0.75550526,-0.79915035,-0.83977485
33,-0.53295773,-0.57660407,-0.62024784,-0.7511829,-0.79482734,-0.83647484
34,-0.52864164,-0.5722849,-0.6159314,-0.74686605,-0.7905101,-0.8327895
35,-0.5243309,-0.56797546,-0.61162025,-0.7425552,-0.7861997,-0.8288609
36,-0.5200245,-0.5636697,-0.6073138,-0.7382511,-0.7818948,-0.8249346
37,-0.5157238,-0.55936885,-0.60301477,-0.7339501,-0.7775956,-0.82101494
38,-0.51142997,-0.55507416,-0.5987192,-0.7296555,-0.77330035,-0.81694394
39,-0.5071397,-0.55078566,-0.59443,-0.72536606,-0.76900977,-0.812655
40,-0.50285715,-0.5465015,-0.59014547,-0.72108155,-0.7647267,-0.80837184
41,-0.49857804,-0.5422242,-0.58586705,-0.71680355,-0.7604484,-0.8040929
42,-0.49430338,-0.5379504,-0.58159447,-0.7125297,-0.756175,-0.7998202
43,-0.49003702,-0.53368175,-0.57732713,-0.7082627,-0.751908,-0.79555285
44,-0.48577517,-0.5294195,-0.57306516,-0.70399904,-0.7476455,-0.791291
45,-0.48151714,-0.52516234,-0.568807,-0.69974214,-0.74338746,-0.78703064
46,-0.47729424,-0.52091074,-0.56455666,-0.69549084,-0.7391369,-0.78278166
47,-0.4730935,-0.516665,-0.56030977,-0.6912446,-0.7348894,-0.7785363
48,-0.468901,-0.5124232,-0.5560698,-0.6870044,-0.7306497,-0.77429545
49,-0.4647102,-0.508188,-0.5518333,-0.6827681,-0.7264147,-0.77005875
50,-0.46052647,-0.5039578,-0.54760385,-0.6785389,-0.7221835,-0.76582927
51,-0.45634702,-0.499732,-0.5433777,-0.67431265,-0.71795815,-0.761603
52,-0.4522205,-0.49551478,-0.5391583,-0.670094,-0.71374077,-0.757384
53,-0.44809687,-0.49130005,-0.5349446,-0.665881,-0.7095252,-0.7531694
54,-0.44413328,-0.4870884,-0.5307354,-0.66166806,-0.7053142,-0.74895996
55,-0.44022173,-0.48291734,-0.52653164,-0.65746635,-0.7011113,-0.7447568
56,-0.43631193,-0.4787644,-0.52233094,-0.6532677,-0.696913,-0.740557
57,-0.43240848,-0.4746164,-0.51813835,-0.6490744,-0.692719,-0.73636407
58,-0.42850852,-0.4704927,-0.51395094,-0.6448851,-0.68853,-0.73217666
59,-0.4246143,-0.46640116,-0.50976706,-0.64070284,-0.68434715,-0.72799176
60,-0.42072394,-0.46231213,-0.5055885,-0.63652265,-0.6801691,-0.723814
61,-0.4168395,-0.45823133,-0.5014164,-0.632351,-0.67599636,-0.71964103
62,-0.41295946,-0.4541532,-0.4972483,-0.6281828,-0.6718284,-0.7154717
63,-0.409083,-0.45015994,-0.49308595,-0.624019,-0.6676648,-0.71131027
64,-0.4052138,-0.44628894,-0.48895755,-0.6198621,-0.66350806,-0.7071536
65,-0.4013483,-0.4424247,-0.48488674,-0.6157111,-0.65935725,-0.7030017
66,-0.3974877,-0.43856302,-0.48082846,-0.611564,-0.6552089,-0.69885284
67,-0.39367393,-0.43470824,-0.47677684,-0.60742146,-0.6510672,-0.6947122
68,-0.38987476,-0.4308558,-0.4727278,-0.6032852,-0.6469286,-0.6905736
69,-0.3860828,-0.42700905,-0.4686848,-0.5991522,-0.642797,-0.6864424
70,-0.38229406,-0.42316613,-0.46464851,-0.59502465,-0.63867044,-0.68231606
71,-0.37850997,-0.41932905,-0.460617,-0.5909042,-0.63454854,-0.67819333
72,-0.37473089,-0.41549534,-0.45658788,-0.5867856,-0.6304306,-0.6740762
73,-0.37095556,-0.41166613,-0.45274374,-0.5826737,-0.62631905,-0.66996336
74,-0.3671888,-0.4078447,-0.44892055,-0.57856745,-0.6222123,-0.66585827
75,-0.3634218,-0.4040256,-0.44510007,-0.5744648,-0.6181099,-0.6617546
76,-0.35966185,-0.40021202,-0.44128594,-0.5703683,-0.6140143,-0.65765876
77,-0.35590377,-0.39644027,-0.4374765,-0.5662747,-0.6099209,-0.65356565
78,-0.35215265,-0.3926886,-0.4336727,-0.56218904,-0.60583365,-0.6494791
79,-0.3484056,-0.38894302,-0.42987156,-0.55810803,-0.6017516,-0.64539737
80,-0.34466422,-0.385201,-0.4260755,-0.5540294,-0.59767467,-0.64132094
81,-0.34092402,-0.38146153,-0.42228305,-0.5499561,-0.59360164,-0.63724625
82,-0.33719215,-0.3777273,-0.41849717,-0.5458886,-0.5895338,-0.63317955
83,-0.33346307,-0.37399888,-0.41471517,-0.5418279,-0.5854729,-0.62911665
84,-0.32973814,-0.3702738,-0.4109377,-0.53776807,-0.5814148,-0.62505966
