,0,1,2,3,4,5
85,-0.32601872,-0.36655483,-0.40716365,-0.533733,-0.5773609,-0.6210065
86,-0.32230338,-0.36283842,-0.40339607,-0.5297302,-0.57331336,-0.6169583
87,-0.31859168,-0.35912806,-0.39966422,-0.5257305,-0.56927127,-0.6129158
88,-0.31488448,-0.35542005,-0.3959573,-0.52173567,-0.5652313,-0.60887694
89,-0.31118238,-0.35171875,-0.39225522,-0.5177459,-0.5611988,-0.60484403
90,-0.30748388,-0.34801978,-0.38855624,-0.51376164,-0.55717045,-0.6008157
91,-0.30379084,-0.344328,-0.38486308,-0.50978273,-0.55314714,-0.5967929
92,-0.30010122,-0.34063643,-0.38117346,-0.5058479,-0.5491479,-0.59277004
93,-0.29641673,-0.33695215,-0.37748796,-0.5019229,-0.5451774,-0.58875674
94,-0.2927356,-0.333273,-0.37380865,-0.49800146,-0.5412122,-0.58474714
95,-0.28906205,-0.32959634,-0.37013233,-0.49408388,-0.5372497,-0.58074224
96,-0.285389,-0.3259236,-0.36646023,-0.4901684,-0.53329307,-0.57674134
97,-0.28172114,-0.32225618,-0.36279196,-0.48626003,-0.52934074,-0.57274705
98,-0.278057,-0.31859455,-0.35912997,-0.48235482,-0.5253927,-0.5687555
99,-0.27439904,-0.3149348,-0.35547143,-0.47845656,-0.52145046,-0.5647945
100,-0.2707437,-0.31128028,-0.35181555,-0.47456113,-0.5175115,-0.5608554
