,0,1,2,3,4,5,6,7
62,-0.35062253,-0.38930875,-0.42902812,-0.4702121,-0.5113966,-0.6349503,-0.67613435,-0.7173179
63,-0.3469383,-0.3856269,-0.4250835,-0.46626344,-0.5074477,-0.6309999,-0.6721848,-0.7133689
64,-0.34326,-0.3819473,-0.42118666,-0.4623208,-0.50350416,-0.6270565,-0.66824204,-0.70942545
65,-0.33958617,-0.37827355,-0.41729516,-0.4583815,-0.49956638,-0.62311804,-0.66430444,-0.70548725
66,-0.33591586,-0.3746025,-0.41340816,-0.45444682,-0.4956318,-0.61918503,-0.6603688,-0.70155317
67,-0.33225045,-0.3709375,-0.40966895,-0.45051822,-0.49170157,-0.6152567,-0.656441,-0.697623
68,-0.3285889,-0.36727628,-0.4059702,-0.44659314,-0.4877771,-0.6113293,-0.6525154,-0.6936985
69,-0.32493228,-0.36361986,-0.40230757,-0.44267216,-0.48385632,-0.60740983,-0.64859474,-0.6897783
70,-0.3212797,-0.35996836,-0.39865613,-0.43875653,-0.4799428,-0.6034955,-0.64467967,-0.6858636
71,-0.3176331,-0.35632068,-0.39500785,-0.43484735,-0.4760313,-0.5995847,-0.64076877,-0.6819533
72,-0.3139903,-0.35267678,-0.39136416,-0.4309414,-0.47212598,-0.59567773,-0.6368636,-0.6780475
73,-0.31035075,-0.34903705,-0.3877254,-0.42704818,-0.46822423,-0.5917779,-0.63296133,-0.674146
74,-0.30671728,-0.34540462,-0.3840919,-0.42319858,-0.46432966,-0.5878837,-0.6290672,-0.6702509
75,-0.30308577,-0.3417738,-0.38046044,-0.41935256,-0.46043774,-0.5839905,-0.62517565,-0.6663591
76,-0.2994613,-0.33814892,-0.37683746,-0.41557175,-0.4565518,-0.58010507,-0.62128824,-0.66247386
77,-0.29583964,-0.33452716,-0.37321374,-0.41191185,-0.45266867,-0.5762221,-0.6174065,-0.65859085
78,-0.29222384,-0.33090967,-0.36959735,-0.40828595,-0.44879144,-0.5723433,-0.6135301,-0.6547138
79,-0.28861004,-0.32729816,-0.36598638,-0.40467292,-0.4449188,-0.5684739,-0.60965747,-0.65084183
80,-0.2850042,-0.32369086,-0.36237836,-0.40106496,-0.44105336,-0.56460524,-0.6057898,-0.6469752
81,-0.28139892,-0.3200864,-0.3587735,-0.39746064,-0.43718803,-0.56074196,-0.6019247,-0.643109
82,-0.27779973,-0.31648713,-0.3551733,-0.3938622,-0.4333287,-0.5568822,-0.5980672,-0.6392508
83,-0.27420455,-0.31289148,-0.35157958,-0.39026684,-0.42948094,-0.5530276,-0.5942121,-0.6353982
84,-0.27061346,-0.3093016,-0.3479886,-0.3866758,-0.42567775,-0.5491794,-0.59036326,-0.6315482
85,-0.26702717,-0.3057141,-0.3444023,-0.38309005,-0.42187878,-0.54533505,-0.5865194,-0.62770283
86,-0.26347274,-0.30213287,-0.34082043,-0.37950766,-0.4182135,-0.5414946,-0.58267933,-0.623863
87,-0.25993145,-0.2985549,-0.33724162,-0.37593022,-0.41461727,-0.5376576,-0.5788433,-0.6200285
88,-0.25639588,-0.29498056,-0.33366907,-0.37235677,-0.41104466,-0.5338293,-0.5750128,-0.6161967
89,-0.25286093,-0.2914122,-0.33009964,-0.36878622,-0.40747425,-0.5300015,-0.57118785,-0.6123711
90,-0.24933395,-0.28784734,-0.32653606,-0.36522305,-0.40391082,-0.526181,-0.5673653,-0.6085483
91,-0.24580882,-0.2842853,-0.3229755,-0.36166134,-0.40034842,-0.5223641,-0.56354785,-0.6047315
92,-0.24228665,-0.28072828,-0.31941646,-0.35810462,-0.39679074,-0.5185484,-0.55973405,-0.60091764
93,-0.23877148,-0.27721077,-0.3158649,-0.3545518,-0.39323884,-0.5147413,-0.55592555,-0.5971097
94,-0.2352586,-0.27369943,-0.31231558,-0.35100445,-0.38969278,-0.5109393,-0.5521238,-0.5933078
95,-0.2317528,-0.27019256,-0.30877277,-0.3474608,-0.38614726,-0.5071383,-0.5483246,-0.5895088
96,-0.22824745,-0.26668715,-0.30523318,-0.34391928,-0.38260722,-0.5033436,-0.54452914,-0.58571064
97,-0.22474949,-0.2631879,-0.3016973,-0.3403845,-0.3790729,-0.4995544,-0.5407391,-0.5819234
98,-0.22125334,-0.2596918,-0.29816604,-0.3368527,-0.3755405,-0.4957675,-0.53695244,-0.5781362
99,-0.21776295,-0.25620046,-0.29464063,-0.33332613,-0.37201387,-0.49198756,-0.5331718,-0.57435626
100,-0.2142746,-0.2527139,-0.2911535,-0.3298037,-0.36848986,-0.48821005,-0.5293952,-0.5705792
