202.1644,560.5125
204.0551,557.5686
196.6888,558.9887
193.0292,558.6196
194.4281,558.8349
197.6375,559.8966
195.1995,558.5628
193.5866,559.0946
199.0588,559.6805
193.9578,558.6449
198.3457,561.6339
196.0876,557.9443
193.3281,558.2781
196.9137,557.6519
204.7084,559.9700
195.0280,559.1686
194.2341,559.2073
195.0280,559.7796
193.4130,559.9165
193.7520,560.2929
192.9276,559.9593
198.7051,560.5911
193.1654,560.1550
194.1881,561.5755
195.4947,558.2721
199.1784,561.3878
192.4209,560.3898
190.1396,561.8435
192.8115,557.6603
192.2822,558.7119
201.7696,562.8633
193.3489,559.2922
191.1308,559.0242
192.6687,562.2297
190.9079,557.7330
193.1779,561.1295
190.9502,560.2697
194.2388,559.7010
192.1897,559.0712
192.9646,560.9495
191.3470,560.2755
192.8603,560.9189
191.9117,561.3916
199.5450,560.1216
195.9360,558.8464
191.7092,558.6094
193.1657,559.9600
192.9746,559.2389
194.1063,560.0869
193.1068,559.0774
195.6949,560.5920
192.1429,562.1069
