0.2414,0.1704,0.2632
0.1804,0.0623,0.1295
0.1740,0.0550,0.1548
0.0700,0.0517,0.0667
0.0984,0.0580,0.0890
0.0861,0.0453,0.0818
0.0676,0.0417,0.0715
0.0576,0.0403,0.0598
0.0604,0.0447,0.0654
0.0603,0.0479,0.0704
0.0628,0.0398,0.0665
0.0606,0.0438,0.0678
0.0575,0.0414,0.0670
0.1263,0.0490,0.1087
0.0994,0.0508,0.0854
0.0582,0.0401,0.0659
0.0615,0.0479,0.0726
0.0791,0.0431,0.0785
0.0622,0.0367,0.0720
0.0669,0.0368,0.0741
0.0545,0.0389,0.0671
0.0654,0.0376,0.0699
0.0655,0.0395,0.0751
0.1449,0.0528,0.1290
0.0567,0.0398,0.0699
0.0750,0.0387,0.0843
0.0628,0.0458,0.0676
0.1028,0.0420,0.1040
0.0559,0.0358,0.0689
0.0942,0.0505,0.0848
0.0596,0.0384,0.0707
0.1500,0.0512,0.1389
0.1561,0.0539,0.1592
0.0703,0.0423,0.0691
0.1399,0.0533,0.1228
0.0864,0.0418,0.0903
0.1023,0.0486,0.0957
0.1065,0.0434,0.1028
0.0682,0.0348,0.0762
0.0824,0.0380,0.0920
0.1370,0.0636,0.1216
0.0865,0.0490,0.0841
0.0813,0.0460,0.0848
0.0819,0.0395,0.0758
0.0617,0.0364,0.0668
0.0694,0.0390,0.0718
0.1121,0.0521,0.1080
0.0710,0.0375,0.0654
0.1114,0.0463,0.1050
0.0813,0.0395,0.0869
0.0844,0.0489,0.0784
0.0964,0.0497,0.0884
0.0999,0.0513,0.0976
0.1333,0.0530,0.1128
0.0581,0.0353,0.0642
0.0539,0.0333,0.0601
0.0919,0.0429,0.0886
0.0736,0.0388,0.0718
0.0554,0.0345,0.0639
0.0577,0.0408,0.0668
0.0575,0.0365,0.0662
0.0839,0.0388,0.0838
0.0860,0.0405,0.0916
0.0512,0.0337,0.0636
0.0518,0.0379,0.0670
0.0695,0.0350,0.0794
0.0521,0.0342,0.0689
0.0589,0.0372,0.0662
0.0548,0.0324,0.0682
0.0642,0.0375,0.0708
0.0672,0.0355,0.0754
0.0565,0.0373,0.0705
0.0571,0.0396,0.0736
0.0698,0.0392,0.0714
0.0513,0.0348,0.0663
0.0901,0.0424,0.0917
0.0508,0.0344,0.0626
0.0574,0.0381,0.0716
0.0541,0.0335,0.0667
0.0631,0.0373,0.0743
0.0545,0.0323,0.0684
0.0521,0.0331,0.0629
0.0515,0.0327,0.0633
0.0567,0.0366,0.0683
0.1503,0.0531,0.1317
0.0648,0.0389,0.0782
0.0550,0.0341,0.0693
0.0752,0.0375,0.0843
0.0659,0.0373,0.0796
0.0697,0.0350,0.0835
0.0546,0.0345,0.0710
0.0782,0.0460,0.0742
0.0799,0.0476,0.0807
0.0579,0.0362,0.0664
0.0744,0.0354,0.0765
0.0500,0.0345,0.0626
0.0538,0.0326,0.0653
0.0522,0.0336,0.0663
0.0683,0.0339,0.0726
0.0625,0.0410,0.0730
0.0655,0.0345,0.0712
0.0501,0.0317,0.0617
0.0521,0.0340,0.0476
0.0520,0.0334,0.0469
0.0507,0.0327,0.0484
0.0523,0.0336,0.0528
0.0517,0.0321,0.0538
0.0513,0.0337,0.0569
0.0510,0.0318,0.0573
0.0511,0.0325,0.0591
0.0531,0.0348,0.0650
0.0516,0.0331,0.0644
0.0526,0.0331,0.0657
0.0537,0.0343,0.0703
0.0531,0.0345,0.0710
0.0508,0.0332,0.0694
0.0511,0.0325,0.0667
0.0501,0.0331,0.0697
0.0522,0.0326,0.0711
0.0517,0.0328,0.0717
0.0517,0.0334,0.0721
0.0506,0.0332,0.0710
0.0532,0.0346,0.0733
0.0516,0.0336,0.0735
0.0510,0.0334,0.0732
0.0533,0.0340,0.0735
0.0517,0.0330,0.0714
0.0521,0.0337,0.0753
0.0522,0.0345,0.0755
0.0530,0.0328,0.0750
0.0525,0.0324,0.0732
0.0531,0.0348,0.0786
0.0522,0.0333,0.0740
0.0524,0.0337,0.0770
0.0534,0.0347,0.0770
0.0510,0.0330,0.0736
0.0509,0.0329,0.0737
0.0517,0.0345,0.0749
0.0520,0.0336,0.0748
0.0516,0.0331,0.0733
0.0500,0.0311,0.0694
0.0504,0.0319,0.0697
0.0516,0.0330,0.0747
0.0514,0.0338,0.0740
0.0523,0.0341,0.0755
0.0519,0.0327,0.0749
0.0511,0.0331,0.0739
0.0525,0.0331,0.0754
0.0519,0.0332,0.0750
0.0523,0.0332,0.0748
0.0526,0.0339,0.0763
0.0504,0.0328,0.0738
0.0508,0.0334,0.0739
0.0503,0.0319,0.0724
0.0516,0.0338,0.0473
0.0516,0.0325,0.0463
0.0500,0.0322,0.0476
0.0501,0.0324,0.0508
0.0516,0.0323,0.0540
0.0514,0.0330,0.0567
0.0518,0.0332,0.0589
0.0512,0.0321,0.0602
0.0515,0.0323,0.0615
0.0519,0.0328,0.0637
0.0522,0.0345,0.0672
0.0525,0.0346,0.0698
0.0519,0.0332,0.0672
0.0498,0.0320,0.0648
0.0518,0.0331,0.0700
0.0516,0.0333,0.0704
0.0520,0.0337,0.0706
0.0503,0.0333,0.0695
0.0529,0.0344,0.0743
0.0523,0.0330,0.0722
0.0511,0.0331,0.0710
0.0526,0.0346,0.0729
0.0511,0.0325,0.0730
0.0510,0.0332,0.0730
0.0533,0.0339,0.0761
0.0513,0.0332,0.0725
0.0511,0.0328,0.0730
0.0525,0.0344,0.0726
0.0510,0.0332,0.0722
0.0502,0.0320,0.0711
0.0524,0.0334,0.0748
0.0510,0.0331,0.0732
0.0517,0.0340,0.0754
0.0515,0.0334,0.0740
0.0527,0.0335,0.0756
0.0515,0.0327,0.0748
0.0513,0.0319,0.0727
0.0533,0.0346,0.0788
0.0516,0.0329,0.0756
0.0523,0.0334,0.0759
0.0517,0.0327,0.0753
0.0514,0.0335,0.0733
0.0502,0.0322,0.0719
0.0519,0.0343,0.0757
0.0515,0.0328,0.0737
0.0529,0.0354,0.0770
0.0524,0.0341,0.0767
0.0524,0.0341,0.0755
0.0516,0.0330,0.0747
0.0520,0.0329,0.0738
0.0516,0.0327,0.0738
0.0518,0.0329,0.0743
