,0,1,2,3,4,5,6,7
0,0.5669936,0.5665353,0.5660801,0.5656238,0.56516886,0.56380033,0.5633436,0.5628857
1,0.5730328,0.57257867,0.5721209,0.5716637,0.57120883,0.56984025,0.5693854,0.5689271
2,0.5790659,0.57860935,0.5781541,0.57769877,0.5772422,0.5758727,0.5754182,0.5749605
3,0.5850915,0.58463496,0.5841789,0.58372253,0.5832656,0.5818977,0.5814419,0.5809857
4,0.59110516,0.59064984,0.5901937,0.5897386,0.58928204,0.5879117,0.587458,0.58700204
5,0.59711444,0.59665793,0.59619975,0.59574527,0.59528697,0.5939208,0.59346455,0.5930072
6,0.60311395,0.6026581,0.60220313,0.60174495,0.6012902,0.5999219,0.5994646,0.59900796
7,0.609107,0.6086502,0.60819465,0.60773736,0.6072813,0.6059126,0.605458,0.60500264
8,0.6150905,0.61463726,0.6141803,0.6137236,0.61326545,0.6118985,0.6114434,0.6109856
9,0.6210702,0.6206122,0.62015766,0.6197003,0.6192448,0.617877,0.61741966,0.61696243
10,0.6270365,0.62658256,0.6261253,0.6256679,0.6252135,0.6238437,0.6233873,0.6229317
11,0.63300025,0.63254356,0.63208616,0.63163066,0.6311739,0.62980586,0.6293491,0.6288937
12,0.63895386,0.6384965,0.6380396,0.6375852,0.63712704,0.63575923,0.6353029,0.63484824
13,0.6448971,0.644441,0.6439851,0.6435281,0.64307415,0.64170414,0.6412481,0.6407905
14,0.65083474,0.65037817,0.6499241,0.6494662,0.649011,0.6476427,0.64718574,0.64673007
15,0.6567657,0.6563102,0.6558533,0.65539545,0.6549409,0.6535712,0.6531158,0.65265846
16,0.6626857,0.6622294,0.6617733,0.6613175,0.6608608,0.65949214,0.6590363,0.6585794
17,0.6685999,0.66814554,0.667687,0.66723186,0.6667742,0.66540694,0.6649514,0.6644965
18,0.67450756,0.6740516,0.67359537,0.6731384,0.6726838,0.6713125,0.670859,0.67040193
19,0.68040574,0.67995036,0.67949367,0.67903787,0.67858404,0.67721343,0.6767578,0.67630064
20,0.68629736,0.68584263,0.6853835,0.68492824,0.68447405,0.68310505,0.6826475,0.68219256
21,0.69218236,0.6917243,0.6912691,0.69081336,0.6903552,0.6889881,0.68853223,0.6880749
22,0.6980562,0.6976014,0.69714385,0.6966883,0.69623435,0.69486266,0.69440836,0.69395226
23,0.70392716,0.7034682,0.70301175,0.70255685,0.70210284,0.7007322,0.7002753,0.6998189
24,0.709785,0.7093307,0.70887303,0.70841753,0.70796144,0.7065925,0.7061362,0.70567983
25,0.71563864,0.7151838,0.71472794,0.714272,0.713816,0.71244574,0.71199095,0.71153456
26,0.7214849,0.72102773,0.72057325,0.7201167,0.7196604,0.7182919,0.71783465,0.7173801
27,0.7273241,0.72686714,0.72641075,0.7259568,0.7254989,0.72412986,0.72367567,0.72321683
28,0.73315305,0.73269725,0.73223984,0.7317854,0.7313293,0.72996,0.7295041,0.72904724
29,0.7389766,0.7385204,0.73806524,0.7376088,0.7371523,0.73578393,0.73532856,0.734871
30,0.74479455,0.7443364,0.74388283,0.7434249,0.7429687,0.74160063,0.7411436,0.7406911
31,0.75060093,0.75014496,0.7496878,0.74923223,0.74877524,0.74740726,0.74695086,0.7464945
32,0.7564036,0.7559466,0.75549054,0.755034,0.7545771,0.7532067,0.75275314,0.7522964
33,0.76219636,0.7617397,0.76128376,0.76082504,0.76037097,0.7590028,0.7585446,0.7580916
34,0.76798296,0.76752573,0.7670698,0.76661426,0.7661584,0.7647881,0.76433253,0.76387686
35,0.77375996,0.7733044,0.7728484,0.7723927,0.7719359,0.7705667,0.7701099,0.76965433
36,0.77953166,0.77907497,0.77862126,0.7781648,0.7777089,0.77633786,0.77588266,0.77542657
37,0.7852969,0.78483814,0.7843834,0.7839262,0.7834704,0.782101,0.78164476,0.78118885
38,0.7910521,0.79059607,0.7901395,0.78968203,0.7892259,0.7878575,0.78740156,0.7869461
39,0.7967994,0.7963444,0.7958893,0.795434,0.7949764,0.7936085,0.7931526,0.792698
40,0.8025432,0.802087,0.80162895,0.8011742,0.8007201,0.79934764,0.7988927,0.7984362
41,0.8082776,0.8078223,0.8073658,0.8069094,0.80645347,0.8050845,0.8046278,0.80417246
42,0.81400603,0.81355006,0.8130931,0.81263715,0.8121806,0.810812,0.81035715,0.8099012
43,0.81972545,0.8192701,0.8188117,0.81835693,0.8179011,0.81653243,0.8160753,0.81561965
44,0.8254381,0.82498324,0.8245259,0.8240691,0.8236153,0.8222459,0.8217884,0.821333
45,0.8311451,0.8306896,0.83023345,0.8297792,0.8293201,0.8279528,0.8274963,0.82703936
