,0,1,2,3,4,5,6
71,-0.34578556,-0.3875014,-0.43132883,-0.4751557,-0.60663426,-0.65046,-0.6942859
72,-0.3420016,-0.38338205,-0.42720813,-0.47103494,-0.6025122,-0.64633936,-0.69016606
73,-0.33822337,-0.3792674,-0.42309245,-0.46691906,-0.59839773,-0.64222395,-0.6860499
74,-0.33445022,-0.3752036,-0.41898462,-0.46281007,-0.59428847,-0.6381143,-0.68194085
75,-0.33067942,-0.37138116,-0.414878,-0.45870402,-0.5901823,-0.6340087,-0.6778363
76,-0.32691562,-0.3676156,-0.41077963,-0.45460528,-0.5860834,-0.62990844,-0.6737351
77,-0.32315552,-0.36385548,-0.40668258,-0.45050898,-0.58198756,-0.6258128,-0.6696399
78,-0.31939933,-0.36010048,-0.40259314,-0.4464189,-0.5778979,-0.6217227,-0.665549
79,-0.31564918,-0.3563488,-0.3985079,-0.44233254,-0.5738119,-0.61763865,-0.6614633
80,-0.31190315,-0.35260317,-0.39442736,-0.4382535,-0.5697328,-0.61355793,-0.65738535
81,-0.30816013,-0.34886104,-0.3903947,-0.4341776,-0.5656553,-0.60948163,-0.6533057
82,-0.30442291,-0.34512284,-0.3863681,-0.43010595,-0.5615851,-0.6054105,-0.6492369
83,-0.30068973,-0.3413904,-0.38234502,-0.42604026,-0.55751926,-0.60134596,-0.6451721
84,-0.29696155,-0.33766192,-0.37841314,-0.42197984,-0.55345815,-0.597285,-0.6411108
85,-0.2932367,-0.33393738,-0.37463865,-0.41792467,-0.54940337,-0.59322876,-0.6370547
86,-0.28951788,-0.33021826,-0.37091932,-0.41387394,-0.5453521,-0.58917785,-0.6330047
87,-0.28580326,-0.3265036,-0.36720473,-0.4098304,-0.54130477,-0.5851298,-0.6289572
88,-0.2820932,-0.32279325,-0.3634939,-0.40583226,-0.5372632,-0.581089,-0.62491655
89,-0.2783857,-0.31908733,-0.35978794,-0.40183982,-0.53322685,-0.57705444,-0.62087995
90,-0.27468476,-0.31538558,-0.35608637,-0.39785174,-0.529195,-0.5730217,-0.61684835
91,-0.27098662,-0.31168783,-0.35238808,-0.39386842,-0.5251694,-0.56899434,-0.6128219
92,-0.2672919,-0.30799368,-0.3486939,-0.38988686,-0.52114457,-0.5649711,-0.60879785
93,-0.26360467,-0.30430493,-0.3450064,-0.38591304,-0.517128,-0.5609534,-0.60478127
94,-0.25991973,-0.30062082,-0.34132165,-0.38208842,-0.5131156,-0.5569409,-0.6007682
95,-0.25624108,-0.29694286,-0.3376426,-0.37835643,-0.50910795,-0.55293405,-0.5967615
96,-0.2525639,-0.2932651,-0.33396515,-0.3746669,-0.50510466,-0.5489308,-0.5927557
97,-0.2488945,-0.28959507,-0.33029523,-0.3709938,-0.50110555,-0.54493237,-0.58875823
98,-0.24522619,-0.28592676,-0.32662737,-0.36732846,-0.49711165,-0.5409389,-0.5847641
99,-0.24156527,-0.2822654,-0.3229655,-0.3636667,-0.49312335,-0.5369494,-0.5807758
100,-0.23790704,-0.27860618,-0.31930754,-0.36000785,-0.48913813,-0.53296447,-0.5767915
