0.4323,0.2435,0.3533
0.1673,0.0734,0.1012
0.1687,0.0732,0.1291
0.1421,0.0491,0.0840
0.1525,0.0539,0.1235
0.0738,0.0350,0.0816
0.1152,0.0473,0.1191
0.0835,0.0393,0.1033
0.0699,0.0413,0.0678
0.1144,0.0563,0.1032
0.0702,0.0410,0.0784
0.0609,0.0417,0.0712
0.0603,0.0419,0.0726
0.0744,0.0400,0.0847
0.0599,0.0345,0.0718
0.0927,0.0470,0.0868
0.0778,0.0354,0.0906
0.0775,0.0541,0.0909
0.0579,0.0423,0.0785
0.0529,0.0337,0.0588
0.1183,0.0597,0.1227
0.0882,0.0533,0.0986
0.0889,0.0535,0.1161
0.1059,0.0545,0.0785
0.0566,0.0320,0.0642
0.0659,0.0346,0.0730
0.0612,0.0338,0.0581
0.0942,0.0436,0.0808
0.0937,0.0430,0.0741
0.0799,0.0399,0.0715
0.0878,0.0410,0.0760
0.0455,0.0295,0.0525
0.0470,0.0316,0.0547
0.1117,0.0527,0.1005
0.0500,0.0366,0.0557
0.0562,0.0283,0.0630
0.0437,0.0280,0.0515
0.0831,0.0383,0.0710
0.1389,0.0630,0.1196
0.0658,0.0421,0.0688
0.0424,0.0296,0.0482
0.0749,0.0385,0.0798
0.0760,0.0387,0.0856
0.1170,0.0524,0.0891
0.0420,0.0320,0.0495
0.0447,0.0354,0.0520
0.0550,0.0349,0.0542
0.0758,0.0420,0.0751
0.0484,0.0331,0.0509
0.0421,0.0316,0.0502
0.1281,0.0567,0.1031
0.0970,0.0488,0.0868
0.0948,0.0486,0.0957
0.0453,0.0314,0.0538
0.0703,0.0374,0.0610
0.0447,0.0340,0.0507
0.0549,0.0322,0.0556
0.0406,0.0298,0.0474
0.0537,0.0359,0.0575
0.0433,0.0303,0.0492
0.0516,0.0321,0.0532
0.0442,0.0349,0.0512
0.0461,0.0329,0.0528
0.0454,0.0319,0.0544
0.0880,0.0384,0.0780
0.0570,0.0343,0.0522
0.0577,0.0332,0.0607
0.0413,0.0317,0.0502
0.0543,0.0364,0.0520
0.0718,0.0370,0.0668
0.0508,0.0299,0.0566
0.0427,0.0317,0.0473
0.0432,0.0321,0.0491
0.0548,0.0369,0.0560
0.0837,0.0450,0.0763
0.0773,0.0381,0.0751
0.1103,0.0509,0.0882
0.0526,0.0285,0.0552
0.0476,0.0289,0.0552
0.0491,0.0314,0.0539
0.0396,0.0281,0.0477
0.0772,0.0382,0.0673
0.0860,0.0420,0.0785
0.0588,0.0347,0.0533
0.0520,0.0328,0.0567
0.0865,0.0436,0.0789
0.0380,0.0298,0.0431
0.1097,0.0455,0.0955
0.1386,0.0608,0.1103
0.0459,0.0300,0.0481
0.0510,0.0283,0.0508
0.0380,0.0282,0.0422
0.0365,0.0286,0.0431
0.0735,0.0369,0.0702
0.1373,0.0660,0.1061
0.0592,0.0343,0.0575
0.1236,0.0567,0.1038
0.0627,0.0338,0.0586
0.0868,0.0428,0.0737
0.0790,0.0394,0.0721
0.0449,0.0272,0.0469
0.0367,0.0284,0.0400
0.0389,0.0297,0.0390
0.0369,0.0274,0.0377
0.0372,0.0284,0.0400
0.0374,0.0296,0.0418
0.0374,0.0284,0.0424
0.0388,0.0292,0.0436
0.0369,0.0282,0.0438
0.0384,0.0284,0.0447
0.0379,0.0278,0.0450
0.0378,0.0274,0.0451
0.0374,0.0285,0.0462
0.0399,0.0303,0.0482
0.0372,0.0277,0.0465
0.0382,0.0285,0.0475
0.0396,0.0308,0.0500
0.0378,0.0290,0.0489
0.0373,0.0278,0.0481
0.0372,0.0279,0.0480
0.0367,0.0276,0.0475
0.0372,0.0287,0.0494
0.0381,0.0290,0.0494
0.0381,0.0289,0.0500
0.0374,0.0285,0.0497
0.0374,0.0281,0.0500
0.0364,0.0282,0.0497
0.0364,0.0275,0.0491
0.0371,0.0283,0.0502
0.0381,0.0291,0.0506
0.0382,0.0278,0.0494
0.0384,0.0287,0.0499
0.0371,0.0280,0.0494
0.0374,0.0276,0.0496
0.0373,0.0293,0.0503
0.0365,0.0269,0.0487
0.0377,0.0293,0.0513
0.0365,0.0279,0.0498
0.0371,0.0280,0.0499
0.0363,0.0279,0.0500
0.0372,0.0273,0.0496
0.0378,0.0284,0.0507
0.0366,0.0282,0.0494
0.0372,0.0283,0.0498
0.0388,0.0306,0.0516
0.0378,0.0286,0.0498
0.0394,0.0303,0.0523
0.0369,0.0275,0.0488
0.0370,0.0287,0.0505
0.0387,0.0293,0.0512
0.0372,0.0280,0.0502
0.0375,0.0288,0.0509
0.0370,0.0282,0.0497
0.0358,0.0281,0.0497
0.0396,0.0307,0.0404
0.0363,0.0276,0.0382
0.0383,0.0281,0.0394
0.0377,0.0288,0.0407
0.0366,0.0278,0.0418
0.0375,0.0284,0.0426
0.0374,0.0286,0.0435
0.0376,0.0276,0.0441
0.0369,0.0281,0.0447
0.0382,0.0266,0.0450
0.0373,0.0277,0.0456
0.0368,0.0276,0.0460
0.0378,0.0278,0.0473
0.0375,0.0276,0.0469
0.0380,0.0282,0.0472
0.0368,0.0279,0.0470
0.0363,0.0269,0.0466
0.0392,0.0296,0.0486
0.0376,0.0277,0.0478
0.0371,0.0282,0.0489
0.0376,0.0278,0.0484
0.0375,0.0279,0.0486
0.0381,0.0289,0.0494
0.0382,0.0290,0.0501
0.0365,0.0275,0.0486
0.0370,0.0271,0.0484
0.0365,0.0278,0.0495
0.0369,0.0283,0.0495
0.0370,0.0284,0.0498
0.0365,0.0285,0.0499
0.0366,0.0285,0.0501
0.0370,0.0281,0.0497
0.0390,0.0293,0.0505
0.0391,0.0290,0.0501
0.0376,0.0289,0.0502
0.0369,0.0275,0.0489
0.0370,0.0279,0.0492
0.0377,0.0290,0.0502
0.0375,0.0283,0.0496
0.0367,0.0278,0.0497
0.0400,0.0297,0.0512
0.0375,0.0278,0.0499
0.0374,0.0285,0.0505
0.0377,0.0281,0.0495
0.0404,0.0294,0.0506
0.0372,0.0274,0.0490
0.0378,0.0280,0.0495
0.0386,0.0290,0.0507
0.0381,0.0282,0.0502
0.0364,0.0272,0.0486
0.0370,0.0282,0.0494
0.0362,0.0266,0.0479
