,0,1,2,3,4,5,6
60,-0.22410809,-0.29800886,-0.37190863,-0.44580945,-0.6675108,-0.74141103,-0.8153114
61,-0.22173451,-0.29563454,-0.3695353,-0.4434355,-0.6651371,-0.7390369,-0.8129375
62,-0.21936175,-0.2932625,-0.36716306,-0.4410634,-0.66276425,-0.73666507,-0.8105651
63,-0.21699286,-0.29089382,-0.36479396,-0.4386941,-0.66039616,-0.73429644,-0.80819696
64,-0.21462737,-0.28852773,-0.3624278,-0.4363288,-0.65803,-0.7319307,-0.80583066
65,-0.21226554,-0.28616542,-0.36006555,-0.433967,-0.65566844,-0.7295685,-0.80346906
66,-0.20990431,-0.28380567,-0.3577059,-0.43160665,-0.6533076,-0.72720766,-0.8011085
67,-0.20754829,-0.281449,-0.3553488,-0.42924958,-0.65095085,-0.7248513,-0.7987521
68,-0.20519279,-0.279094,-0.35299394,-0.42689517,-0.64859617,-0.7224957,-0.7963972
69,-0.20284222,-0.27674308,-0.3506436,-0.42454356,-0.64624494,-0.72014517,-0.7940455
70,-0.20049328,-0.27439487,-0.34829465,-0.42219496,-0.6438963,-0.7177973,-0.79169726
71,-0.19819283,-0.2720479,-0.3459492,-0.41984951,-0.641551,-0.7154515,-0.7893513
72,-0.1959945,-0.26970562,-0.34360623,-0.4175075,-0.63920796,-0.7131089,-0.78700894
73,-0.19388543,-0.2673654,-0.34126613,-0.41516647,-0.63686806,-0.7107683,-0.7846691
74,-0.19212388,-0.26502874,-0.33892936,-0.4128306,-0.6345312,-0.70843214,-0.782332
75,-0.19069254,-0.26269487,-0.3365957,-0.4104956,-0.6321972,-0.70609725,-0.779998
76,-0.18936598,-0.2603639,-0.33426383,-0.40816462,-0.6298659,-0.70376617,-0.77766705
77,-0.18804002,-0.25803462,-0.3319348,-0.40583503,-0.62753636,-0.7014368,-0.7753378
78,-0.18695869,-0.25570917,-0.32960948,-0.40351015,-0.6252116,-0.6991118,-0.77301204
79,-0.18604518,-0.2533862,-0.3272867,-0.4011877,-0.6228886,-0.69678915,-0.77068895
80,-0.18513854,-0.25106654,-0.3249671,-0.3988674,-0.6205687,-0.69446886,-0.76837
81,-0.18424825,-0.24874796,-0.3226482,-0.3965491,-0.61825025,-0.69215125,-0.766052
82,-0.18336003,-0.24643402,-0.3203344,-0.39423454,-0.6159363,-0.68983674,-0.7637368
83,-0.18247226,-0.24412274,-0.31802258,-0.39192286,-0.61362493,-0.6875253,-0.7614247
84,-0.18158607,-0.24181286,-0.3157139,-0.38961416,-0.61131537,-0.6852157,-0.75911653
85,-0.18070051,-0.23950711,-0.31340727,-0.3873082,-0.6090092,-0.68290997,-0.7568105
86,-0.17981651,-0.23720327,-0.31110466,-0.38500476,-0.6067056,-0.68060666,-0.7545074
87,-0.17893349,-0.23490274,-0.308803,-0.3827035,-0.6044056,-0.6783056,-0.752206
88,-0.17805117,-0.23260461,-0.3065056,-0.38040632,-0.6021076,-0.67600805,-0.7499084
89,-0.17716998,-0.23031007,-0.30421036,-0.37811077,-0.59981173,-0.67371243,-0.7476132
90,-0.17629011,-0.22801733,-0.30191785,-0.37581888,-0.59751993,-0.6714206,-0.74532026
91,-0.17541105,-0.22572796,-0.2996286,-0.37352914,-0.59523046,-0.66913074,-0.74303114
92,-0.17453277,-0.22344021,-0.2973401,-0.37124085,-0.59294224,-0.6668431,-0.74074316
93,-0.17365584,-0.2211559,-0.2950562,-0.36895695,-0.59065807,-0.66455895,-0.73845834
94,-0.17278016,-0.21887417,-0.29277492,-0.36667496,-0.5883765,-0.6622767,-0.73617744
95,-0.17190532,-0.21659622,-0.2904961,-0.364397,-0.58609784,-0.65999836,-0.7338995
96,-0.17103115,-0.2143189,-0.28821945,-0.36211994,-0.58382106,-0.6577219,-0.7316221
97,-0.17015843,-0.21204568,-0.2859459,-0.3598468,-0.58154845,-0.65544844,-0.7293486
98,-0.16928656,-0.20977499,-0.28367534,-0.35757548,-0.57927674,-0.6531774,-0.72707677
99,-0.16841622,-0.20750666,-0.28140765,-0.35530773,-0.57700926,-0.6509094,-0.7248101
100,-0.16754645,-0.20524062,-0.27914158,-0.35304216,-0.57474357,-0.6486437,-0.72254467
