,0,1,2,3,4,5,6,7,8,9,10
0,-0.1976193,-0.20582844,-0.21403496,-0.23864861,-0.24685664,-0.2550615,-0.26326832,-0.27147272,-0.29608873,-0.30429757,-0.31250295
1,-0.181603,-0.18980758,-0.1980139,-0.22263084,-0.23083963,-0.23904447,-0.24724649,-0.25545242,-0.28006992,-0.28827798,-0.29648182
2,-0.16560197,-0.1738067,-0.18200886,-0.20663084,-0.21483493,-0.2230411,-0.23124687,-0.23944809,-0.264068,-0.27227622,-0.2804794
3,-0.14961995,-0.1578264,-0.16603237,-0.19064821,-0.19885479,-0.20705684,-0.21526624,-0.2234737,-0.24808878,-0.25629693,-0.2644986
4,-0.13366276,-0.14187099,-0.1500743,-0.17469367,-0.18289468,-0.19109978,-0.19930889,-0.20751865,-0.2321309,-0.24033757,-0.24854346
5,-0.1177262,-0.12593333,-0.13414069,-0.1587615,-0.16696252,-0.17517027,-0.18337463,-0.19158234,-0.21619946,-0.22440442,-0.23260815
6,-0.101813786,-0.110020064,-0.118224196,-0.14284047,-0.15104714,-0.15925346,-0.1674589,-0.1756633,-0.20028037,-0.20848793,-0.21669507
7,-0.08592112,-0.09412531,-0.102328435,-0.12695092,-0.13515522,-0.14335917,-0.15156709,-0.15976971,-0.18438497,-0.19259018,-0.2007969
8,-0.07004358,-0.07824635,-0.08645648,-0.111071795,-0.11927713,-0.12748478,-0.13569131,-0.14389336,-0.16850919,-0.17671673,-0.18492606
9,-0.054189008,-0.06239281,-0.07059844,-0.0952165,-0.10342252,-0.11162979,-0.11983467,-0.12804152,-0.15265903,-0.16086298,-0.16906796
10,-0.038357895,-0.046564255,-0.054770157,-0.079386815,-0.08759431,-0.09580425,-0.10400553,-0.112212285,-0.13682926,-0.14503388,-0.1532405
11,-0.02254084,-0.030747512,-0.03895781,-0.063573726,-0.071781635,-0.07998629,-0.08819129,-0.09639827,-0.12101402,-0.12921986,-0.13742577
12,-0.006756588,-0.014960533,-0.023163881,-0.047784273,-0.055986784,-0.06419428,-0.0724035,-0.08060571,-0.10522278,-0.11342886,-0.12163417
13,0.009012559,0.00080592313,-0.007398383,-0.032015704,-0.0402198,-0.048428327,-0.05663311,-0.06483914,-0.08945603,-0.09766061,-0.10586829
14,0.024765793,0.016557967,0.008352112,-0.016266862,-0.024471842,-0.03267537,-0.04088418,-0.04908852,-0.07370584,-0.08191146,-0.090114884
15,0.040490046,0.032285802,0.024078673,-0.00054087536,-0.008740527,-0.01694961,-0.025155827,-0.033361927,-0.0579779,-0.06618186,-0.07438982
16,0.056194726,0.047989003,0.039780553,0.015164128,0.006959201,-0.0012470621,-0.009450468,-0.017658513,-0.042273507,-0.050478537,-0.058686227
17,0.0718785,0.06367466,0.0554709,0.030852625,0.022647193,0.014440017,0.006234165,-0.0019694236,-0.026588567,-0.03479107,-0.04299849
18,0.08755272,0.07934608,0.07114056,0.046519294,0.038319606,0.030113686,0.021907084,0.01369941,-0.010917674,-0.019124659,-0.027329009
19,0.1031995,0.09499325,0.086788684,0.062168583,0.05396187,0.045759026,0.03755295,0.029346384,0.004731964,-0.0034760903,-0.011682323
20,0.11882607,0.110617675,0.10241052,0.07779566,0.06958958,0.06138204,0.05317722,0.044972405,0.020354208,0.012148221,0.0039420854
21,0.1344311,0.12622306,0.11801664,0.09340232,0.08519622,0.076991566,0.06878743,0.06057619,0.035959058,0.02775533,0.01954863
22,0.15001397,0.14180881,0.13360126,0.10898473,0.100778066,0.09257536,0.084366836,0.07616014,0.051545586,0.043337516,0.03513429
23,0.16558096,0.15737192,0.14916961,0.12455441,0.11634647,0.1081432,0.099936746,0.09172947,0.06711016,0.058906548,0.050700147
24,0.18112387,0.17291842,0.16471457,0.14009485,0.13188885,0.1236853,0.115478605,0.1072754,0.08265514,0.074448265,0.066244416
25,0.19665083,0.18844356,0.18024144,0.15562421,0.14741687,0.13921116,0.13100474,0.1228008,0.09818052,0.089979075,0.081768245
26,0.2121523,0.20395018,0.19574383,0.17112663,0.16291967,0.15471317,0.1465091,0.13830201,0.11368804,0.10548119,0.09727471
27,0.22764227,0.21943703,0.21123159,0.18661499,0.17840736,0.17020081,0.16199212,0.1537904,0.12917076,0.1209671,0.112760544
28,0.24310419,0.23489939,0.2266949,0.20207536,0.19386876,0.18566601,0.17745811,0.16925271,0.1446347,0.1364321,0.12822248
29,0.25855288,0.2503448,0.24213853,0.2175198,0.20931815,0.20110816,0.19290707,0.18470086,0.16008171,0.15187924,0.1436702
30,0.27398175,0.26577452,0.25756785,0.23295379,0.22474688,0.21654175,0.2083346,0.20012638,0.175512,0.16730656,0.15910028
31,0.2893804,0.28117707,0.2729697,0.24835168,0.24014975,0.23193826,0.22373335,0.21553081,0.19091196,0.18270554,0.17450222
32,0.3047739,0.29656237,0.2883575,0.26373637,0.2555378,0.24733068,0.23912388,0.23091751,0.20630115,0.19809514,0.18989424
33,0.32013428,0.31193307,0.30372694,0.27910963,0.27090284,0.26269585,0.25449127,0.24628587,0.22166969,0.213461,0.20525633
34,0.33548886,0.32728028,0.31907606,0.2944554,0.28625003,0.27804968,0.26983938,0.26163387,0.23701839,0.22880907,0.2206054
35,0.35080954,0.34260756,0.33440018,0.30978188,0.30157736,0.29337305,0.28516874,0.27695912,0.2523416,0.2441382,0.23593098
36,0.36612222,0.3579129,0.34970725,0.32509083,0.31688675,0.30868056,0.3004771,0.2922679,0.26765206,0.25944406,0.25124085
37,0.3814079,0.37319925,0.364995,0.3403742,0.3321706,0.32396576,0.31576195,0.30755687,0.2829349,0.27473125,0.26652184
38,0.39667258,0.38846904,0.3802619,0.35564712,0.34744227,0.3392352,0.33102897,0.3228234,0.29820833,0.28999957,0.28179574
39,0.41192898,0.40372092,0.3955141,0.37090078,0.36269182,0.35448757,0.34628025,0.33807376,0.3134579,0.30524877,0.29704455
40,0.42715648,0.4189491,0.4107434,0.38612637,0.37791905,0.36971253,0.36150712,0.35330412,0.32868645,0.32047972,0.3122728
41,0.442368,0.4341578,0.42595625,0.40133682,0.3931316,0.38492793,0.37672117,0.36851403,0.3438944,0.33569503,0.3274831
42,0.4575599,0.44935697,0.44114894,0.41653144,0.40832677,0.40012062,0.3919164,0.38370872,0.3590196,0.35077,0.34251982
43,0.47273186,0.4645249,0.45631945,0.431704,0.4234978,0.41527683,0.40703043,0.3987792,0.374037,0.36578822,0.3575348
44,0.48788697,0.4796795,0.47147474,0.4467765,0.43852735,0.43027848,0.42202702,0.41377977,0.38903406,0.38078308,0.37253717
45,0.5029999,0.49475518,0.48650393,0.46175563,0.45350695,0.4452548,0.43701228,0.42876238,0.40401712,0.39576635,0.38751665
46,0.51796067,0.5097093,0.501463,0.476718,0.46846718,0.4602183,0.4519688,0.44371867,0.41897097,0.41072357,0.40247244
47,0.5328988,0.5246517,0.516403,0.49165526,0.48340422,0.47515905,0.4669091,0.45866448,0.43391603,0.42566508,0.41741562
48,0.5478212,0.53956974,0.53131926,0.5065779,0.49832845,0.49007693,0.48182952,0.4735794,0.44883412,0.44058248,0.43233237
49,0.56272787,0.55447936,0.54623014,0.5214823,0.51323384,0.50498325,0.49673203,0.48848778,0.46373928,0.45549121,0.44724172
50,0.57761365,0.5693646,0.56111383,0.536365,0.5281194,0.5198694,0.51162237,0.5033724,0.47862443,0.47037375,0.4621272
51,0.5924796,0.58423114,0.57598317,0.5512362,0.54298687,0.534738,0.5264881,0.51823986,0.493491,0.48524678,0.4769958
52,0.6073229,0.599074,0.5908259,0.56607765,0.5578322,0.5495823,0.5413337,0.5330833,0.5083371,0.5000905,0.49184185
53,0.6221509,0.6139035,0.60565364,0.5809071,0.57266074,0.5644103,0.5561629,0.5479136,0.5231685,0.5149183,0.5066693
54,0.63696843,0.6287195,0.6204702,0.59572357,0.58747786,0.5792288,0.5709767,0.56272846,0.537982,0.52973336,0.5214836
55,0.65135837,0.6434069,0.6352609,0.6105144,0.6022643,0.5940147,0.58576393,0.57751805,0.55276984,0.54451907,0.53627384
56,0.66552365,0.6576299,0.6496805,0.62528783,0.61704034,0.60879165,0.6005396,0.5922938,0.5675481,0.55930096,0.55104864
57,0.6790808,0.6716845,0.6638865,0.6400334,0.63179445,0.62354606,0.6152983,0.6070495,0.5823015,0.5740534,0.565804
58,0.6925024,0.6851037,0.677702,0.6542205,0.6462707,0.6382828,0.63003576,0.621786,0.59704053,0.5887916,0.580541
59,0.7059064,0.6985093,0.69110394,0.6683722,0.66043943,0.6524881,0.64453727,0.63650244,0.6117571,0.60350984,0.5952612
60,0.7192959,0.7118929,0.7044953,0.6820795,0.67436916,0.6666432,0.6586917,0.6507437,0.62645906,0.61821324,0.60996234
61,0.732385,0.7252611,0.7178624,0.69566363,0.6880552,0.68034554,0.6726359,0.6648731,0.6410207,0.632892,0.6246441
62,0.74453235,0.7380547,0.7310671,0.7090167,0.70161825,0.6940174,0.68630874,0.67860246,0.65514296,0.6471913,0.6392424
63,0.7566072,0.7501295,0.7436507,0.72235584,0.7149557,0.70755565,0.6999651,0.69225395,0.6691251,0.6612919,0.65334344
64,0.7686674,0.76218677,0.75570995,0.7353878,0.7282779,0.72087646,0.71347547,0.7058903,0.68276393,0.6750543,0.667345
65,0.7807081,0.7742305,0.76774937,0.74803877,0.74102914,0.7340169,0.7267744,0.71937525,0.6963793,0.6886707,0.68096256
66,0.7927415,0.7862606,0.77978283,0.7603415,0.75366944,0.74665654,0.7396432,0.73263574,0.7099836,0.7022775,0.69456685
67,0.8046462,0.7982743,0.7917951,0.77235836,0.7658739,0.7592769,0.752267,0.7452573,0.72357154,0.7158596,0.7081497
68,0.8163839,0.81009215,0.8037418,0.7843614,0.77788216,0.77140087,0.7648768,0.7578682,0.7368336,0.7294328,0.7217247
69,0.82807237,0.8217754,0.815482,0.7963446,0.7898641,0.7833845,0.77690446,0.77040106,0.7494271,0.7424149,0.7352505
70,0.8395588,0.83344805,0.82715636,0.80823475,0.8018352,0.7953543,0.7888754,0.7823978,0.7620038,0.75499225,0.74798167
71,0.8509392,0.84484553,0.83875287,0.8199283,0.81363213,0.8072806,0.80083215,0.7943524,0.7745664,0.76755446,0.76054376
72,0.8623065,0.85621625,0.85012025,0.83157295,0.8252815,0.81898344,0.81266916,0.80629665,0.78685826,0.78010267,0.77309114
73,0.87365955,0.8675661,0.8614759,0.84319687,0.83690894,0.83061683,0.8243224,0.81802684,0.79878575,0.7923078,0.78562415
74,0.88500124,0.8789045,0.8728144,0.85453266,0.8484415,0.84223,0.8359348,0.82963973,0.8106919,0.8042154,0.7977379
75,0.89632523,0.8902338,0.88414055,0.8658613,0.8597664,0.8536744,0.8475361,0.8412424,0.82235855,0.81603837,0.80963707
