,0,1,2,3,4,5
84,1.004891,1.0045756,1.0042578,1.0033091,1.0029918,1.0026749
85,1.0077385,1.0074226,1.0071056,1.0061555,1.0058392,1.0055213
86,1.0105824,1.0102655,1.0099488,1.0089988,1.0086809,1.0083661
87,1.0134219,1.0131052,1.0127889,1.0118382,1.0115224,1.0112064
88,1.0162586,1.0159429,1.0156263,1.0146761,1.0143596,1.0140423
89,1.0190928,1.0187752,1.0184586,1.0175093,1.0171925,1.0168761
90,1.0219231,1.0216063,1.0212888,1.0203395,1.0200232,1.0197058
91,1.0247488,1.0244333,1.0241157,1.0231661,1.0228496,1.0225326
92,1.027574,1.0272577,1.0269405,1.0259904,1.0256733,1.0253576
93,1.0303936,1.0300766,1.0297606,1.0288111,1.0284935,1.028177
94,1.0332105,1.0328938,1.0325764,1.0316268,1.03131,1.0309936
95,1.0360233,1.0357065,1.03539,1.0344397,1.0341235,1.0338067
96,1.0388336,1.0385175,1.0382006,1.0372508,1.036934,1.0366173
97,1.0416405,1.0413239,1.0410066,1.0400568,1.0397406,1.0394233
98,1.0444449,1.0441284,1.0438112,1.0428611,1.0425441,1.042228
99,1.0472436,1.0469277,1.0466102,1.04566,1.0453441,1.0450268
100,1.0500413,1.0497247,1.0494072,1.0484571,1.0481409,1.0478241
