,0,1
0,-0.79594696,-0.93372923
1,-0.79204124,-0.92982554
2,-0.788141,-0.92592394
3,-0.78424704,-0.92202806
4,-0.78035676,-0.91814
5,-0.7764721,-0.9142549
6,-0.7725925,-0.91037595
7,-0.76871866,-0.9065018
8,-0.76484877,-0.9026317
9,-0.760985,-0.89876723
10,-0.7571262,-0.89490694
11,-0.7532713,-0.8910546
12,-0.74942243,-0.88720495
13,-0.74557865,-0.88336205
14,-0.74174005,-0.87952334
15,-0.7379066,-0.87568945
16,-0.7340792,-0.8718606
17,-0.7302551,-0.86803776
18,-0.72643554,-0.8642173
19,-0.7226203,-0.860403
20,-0.7188124,-0.8565959
21,-0.71500725,-0.8527909
22,-0.71120936,-0.8489916
23,-0.70741564,-0.8451982
24,-0.7036258,-0.8414084
25,-0.6998407,-0.8376239
26,-0.6960628,-0.83384496
27,-0.6922869,-0.83007
28,-0.68851864,-0.8263008
29,-0.6847525,-0.82253546
30,-0.68099195,-0.8187748
31,-0.67723817,-0.8150208
32,-0.6734872,-0.81126946
33,-0.6697406,-0.80752367
34,-0.66599977,-0.8037827
35,-0.6622646,-0.800046
36,-0.65853316,-0.7963158
37,-0.6548068,-0.79258925
38,-0.6510842,-0.7888678
39,-0.6473674,-0.7851504
40,-0.64365536,-0.7814376
41,-0.639948,-0.7777307
42,-0.6362437,-0.7740261
43,-0.63254607,-0.7703275
44,-0.62885165,-0.7666352
45,-0.6251625,-0.7629454
46,-0.62147826,-0.7592608
47,-0.61779815,-0.7555812
48,-0.61412346,-0.7519068
49,-0.6104529,-0.748235
50,-0.6067875,-0.7445696
51,-0.60312486,-0.7409069
52,-0.59946877,-0.7372503
53,-0.59581727,-0.7335997
54,-0.5921681,-0.72995
55,-0.58852535,-0.7263079
56,-0.584887,-0.7226689
57,-0.5812525,-0.71903515
58,-0.5776235,-0.7154059
59,-0.57399786,-0.71177953
60,-0.5703765,-0.70815915
61,-0.5667613,-0.70454407
62,-0.56314796,-0.70093155
63,-0.55954045,-0.69732386
64,-0.5559386,-0.6937205
65,-0.5523405,-0.69012403
66,-0.5487464,-0.68652904
67,-0.5451573,-0.6829403
68,-0.54157054,-0.6793525
69,-0.5379895,-0.67577285
70,-0.53441423,-0.6721969
71,-0.5308416,-0.66862434
72,-0.52727354,-0.6650564
73,-0.5237097,-0.66149145
74,-0.5201514,-0.6579335
75,-0.51659626,-0.6543796
76,-0.51304543,-0.65082854
77,-0.50949913,-0.64728177
78,-0.5059585,-0.6437403
79,-0.50241894,-0.64020324
80,-0.49888697,-0.6366697
81,-0.49535704,-0.6331393
82,-0.49183232,-0.6296144
83,-0.48831216,-0.62609416
84,-0.48479563,-0.62257767
85,-0.4812825,-0.6190655
86,-0.4777756,-0.61555815
87,-0.47427154,-0.61205393
88,-0.47077182,-0.6085544
89,-0.4672765,-0.6050587
90,-0.4637854,-0.6015678
91,-0.46029806,-0.59808147
92,-0.4568148,-0.5945958
93,-0.45333534,-0.5911173
94,-0.44986117,-0.5876443
95,-0.44639048,-0.5841734
96,-0.442924,-0.58070576
97,-0.4394621,-0.5772434
98,-0.43600318,-0.5737858
99,-0.43254867,-0.57033247
100,-0.42909783,-0.566881
