,0,1
0,0.84419215,0.84394056
1,0.8464962,0.84624463
2,0.84879845,0.84854674
3,0.8510964,0.8508454
4,0.8533924,0.8531406
5,0.8556843,0.8554322
6,0.85797346,0.8577219
7,0.8602602,0.8600081
8,0.8625439,0.86229146
9,0.8648238,0.8645725
10,0.86710143,0.8668498
11,0.86937594,0.86912453
12,0.87164694,0.87139565
13,0.8739153,0.8736637
14,0.8761812,0.8759295
15,0.8784434,0.8781915
16,0.88070226,0.8804509
17,0.8829588,0.88270706
18,0.885213,0.8849612
19,0.8874632,0.88721246
20,0.8897108,0.8894596
21,0.8919561,0.89170456
22,0.89419746,0.8939461
23,0.8964372,0.8961847
24,0.898673,0.8984209
25,0.9009063,0.90065503
26,0.9031366,0.9028844
27,0.9053645,0.905113
28,0.90758866,0.9073363
29,0.90981054,0.90955883
30,0.9120294,0.9117781
31,0.9142453,0.91399384
32,0.9164591,0.91620684
33,0.91866827,0.9184169
34,0.9208766,0.92062545
35,0.92308164,0.92282987
36,0.92528385,0.92503184
37,0.92748255,0.9272313
38,0.9296787,0.9294271
39,0.93187255,0.93162096
40,0.93406296,0.9338117
41,0.93625176,0.93599963
42,0.9384371,0.93818533
43,0.94061905,0.9403676
44,0.94279873,0.9425469
45,0.94497615,0.94472456
46,0.94714963,0.94689894
47,0.94932204,0.94907004
48,0.9514902,0.9512385
49,0.9536569,0.95340526
50,0.9558207,0.95556897
51,0.9579812,0.9577294
52,0.9601389,0.9598867
53,0.9622934,0.9620419
54,0.9644474,0.96419585
55,0.96659636,0.9663447
56,0.9687443,0.9684926
57,0.97088856,0.9706374
58,0.9730301,0.9727789
59,0.97516954,0.9749176
60,0.9773068,0.977055
61,0.97944003,0.97918886
62,0.9815723,0.9813206
63,0.9837012,0.9834491
64,0.98582685,0.9855758
65,0.98794967,0.98769903
66,0.9900716,0.9898196
67,0.9921897,0.99193794
68,0.9943058,0.99405366
69,0.9964187,0.9961669
70,0.99852926,0.998277
71,1.0006372,1.000386
72,1.0027435,1.0024918
73,1.0048461,1.004594
74,1.006946,1.0066943
75,1.009044,1.0087926
76,1.0111387,1.0108873
77,1.0132321,1.0129805
78,1.0153219,1.0150703
79,1.0174098,1.0171582
80,1.0194943,1.0192434
81,1.0215776,1.0213262
82,1.0236579,1.0234064
83,1.0257355,1.0254838
84,1.0278097,1.0275596
85,1.0298833,1.0296322
86,1.0319533,1.0317018
87,1.0340215,1.0337692
88,1.0360855,1.035835
89,1.0381489,1.037897
90,1.0402092,1.0399579
91,1.042267,1.0420147
92,1.0443231,1.0440717
93,1.046376,1.0461242
94,1.048426,1.0481747
95,1.0504739,1.0502225
96,1.0525203,1.0522685
97,1.0545626,1.0543116
98,1.0566044,1.0563527
99,1.0586432,1.0583911
100,1.060679,1.0604268
