,0,1,2,3,4,5,6,7,8,9,10
75,-0.2107998,-0.37683144,-0.542651,-0.9638055,-1.0413289,-1.1187582,-1.1963713,-1.2738767,-1.5166204,-1.5949364,-1.6691809
76,-0.20885256,-0.3746727,-0.5404921,-0.962822,-1.0403987,-1.1178278,-1.1954366,-1.272953,-1.5156715,-1.5940158,-1.6683526
77,-0.20669405,-0.37251422,-0.53833485,-0.96184,-1.0394689,-1.1168982,-1.1945024,-1.2720307,-1.5147152,-1.5930942,-1.6675242
78,-0.20454046,-0.37036029,-0.536181,-0.96085846,-1.0385406,-1.1159704,-1.1935705,-1.2711098,-1.5137484,-1.5921558,-1.6666988
79,-0.20238902,-0.36820877,-0.53402936,-0.95987916,-1.0376139,-1.1150436,-1.192639,-1.2701902,-1.5127823,-1.5912188,-1.6658736
80,-0.20024033,-0.36606002,-0.53188026,-0.9589003,-1.0366881,-1.1141173,-1.1917086,-1.2692715,-1.5118182,-1.5902828,-1.665049
81,-0.19809279,-0.36391288,-0.5297327,-0.9579225,-1.0357631,-1.1131923,-1.1907793,-1.2683537,-1.5108546,-1.589348,-1.6642255
82,-0.19594853,-0.3617691,-0.5275887,-0.9569406,-1.034839,-1.1122688,-1.1898514,-1.2674371,-1.5098926,-1.5884137,-1.6634029
83,-0.193807,-0.35962743,-0.52544737,-0.95595616,-1.0339162,-1.1113459,-1.1889242,-1.2665218,-1.5089312,-1.5874814,-1.6625816
84,-0.19166887,-0.3574887,-0.5233087,-0.95497274,-1.0329951,-1.1104246,-1.1879984,-1.2656075,-1.5079721,-1.5865504,-1.6617609
85,-0.1895324,-0.35535258,-0.52117354,-0.953991,-1.0320746,-1.1095041,-1.187074,-1.2646942,-1.507013,-1.5856172,-1.6609418
86,-0.18739945,-0.3532186,-0.5190386,-0.95301014,-1.0311551,-1.1085848,-1.1861502,-1.2637817,-1.5060554,-1.584679,-1.6601235
87,-0.18526778,-0.35108736,-0.51690745,-0.9520304,-1.0302371,-1.1076666,-1.1852274,-1.2628704,-1.5050989,-1.5837421,-1.6593062
88,-0.1831387,-0.34895876,-0.5147791,-0.95105183,-1.0293199,-1.1067497,-1.1843063,-1.2619609,-1.5041434,-1.582807,-1.6584895
89,-0.18101275,-0.34683347,-0.51265395,-0.95007455,-1.028404,-1.105834,-1.1833856,-1.2610519,-1.5031896,-1.581872,-1.6576741
90,-0.17888917,-0.3447094,-0.51053,-0.94909847,-1.0274892,-1.1049188,-1.182467,-1.2601442,-1.5022365,-1.5809386,-1.6568596
91,-0.1767683,-0.34258914,-0.50840896,-0.9481235,-1.0265754,-1.1040051,-1.1815486,-1.2592373,-1.5012847,-1.5800061,-1.6560465
92,-0.17464982,-0.34046948,-0.50628954,-0.94714946,-1.0256623,-1.1030921,-1.180631,-1.2583311,-1.5003332,-1.5790747,-1.655233
93,-0.17253357,-0.33835396,-0.5041735,-0.94617665,-1.0247508,-1.1021804,-1.1797152,-1.2574267,-1.4993838,-1.578145,-1.6544214
94,-0.17041996,-0.33624014,-0.5020602,-0.9452049,-1.0238403,-1.1012697,-1.1788027,-1.2565231,-1.4984356,-1.5772154,-1.6536108
95,-0.16830909,-0.33412996,-0.4999494,-0.9442347,-1.0229309,-1.1003605,-1.1778916,-1.2556208,-1.4974878,-1.5762877,-1.6528012
96,-0.1661999,-0.33202115,-0.49784046,-0.9432655,-1.0220225,-1.0994517,-1.1769807,-1.2547195,-1.4965419,-1.575361,-1.6519918
97,-0.16409469,-0.32991487,-0.49573448,-0.9422977,-1.0211153,-1.0985445,-1.1760715,-1.2538188,-1.4955968,-1.574435,-1.6511844
98,-0.16199061,-0.32781044,-0.4936316,-0.94133025,-1.0202086,-1.0976381,-1.1751634,-1.2529198,-1.4946525,-1.5735102,-1.6503775
99,-0.15989013,-0.32571042,-0.4915303,-0.9403652,-1.0193031,-1.0967329,-1.1742563,-1.2520219,-1.4937098,-1.5725871,-1.6495719
100,-0.15779124,-0.32361215,-0.48943183,-0.9393999,-1.0183991,-1.0958289,-1.1733505,-1.2511158,-1.4927678,-1.5716646,-1.6487665
