,0,1,2,3,4,5,6,7,8
76,-0.20503326,-0.31970975,-0.35793456,-0.39616048,-0.4344138,-0.47769257,-0.6116707,-0.65633,-0.7009899
77,-0.2015331,-0.31621033,-0.35443527,-0.39266083,-0.43088686,-0.47360405,-0.60758317,-0.6522421,-0.6969013
78,-0.1980393,-0.31271678,-0.3509423,-0.38916692,-0.4273926,-0.46952248,-0.60350007,-0.6481599,-0.69281876
79,-0.19455059,-0.30922642,-0.3474517,-0.3856776,-0.4239029,-0.46544567,-0.599423,-0.64408255,-0.68874204
80,-0.19106483,-0.30574083,-0.34396642,-0.3821922,-0.42041785,-0.46137273,-0.59535104,-0.6400104,-0.68466944
81,-0.18758217,-0.30225828,-0.34048408,-0.37870967,-0.41693458,-0.4573032,-0.5912812,-0.6359406,-0.6806
82,-0.18410416,-0.2987805,-0.33700582,-0.37523174,-0.41345736,-0.45324078,-0.5872186,-0.63187855,-0.6765369
83,-0.18063188,-0.29530728,-0.33353338,-0.37175897,-0.40998387,-0.44918337,-0.5831609,-0.6278193,-0.6724797
84,-0.17716287,-0.29183832,-0.3300638,-0.3682896,-0.40651536,-0.44512975,-0.5791072,-0.62376666,-0.66842645
85,-0.17369772,-0.28837407,-0.32659888,-0.36482495,-0.4030506,-0.44139558,-0.57505876,-0.6197186,-0.6643777
86,-0.1702367,-0.28491318,-0.3231389,-0.36136442,-0.39958918,-0.43782857,-0.57101667,-0.6156752,-0.6603349
87,-0.16677994,-0.28145579,-0.31968087,-0.35790697,-0.39613318,-0.43435857,-0.56697756,-0.61163664,-0.65629584
88,-0.16332705,-0.27800363,-0.31622857,-0.35445443,-0.3926803,-0.43090662,-0.56294286,-0.6076019,-0.6522624
89,-0.1598789,-0.27455527,-0.3127812,-0.35100532,-0.38923183,-0.42745724,-0.5589146,-0.60357374,-0.6482333
90,-0.15643527,-0.2711117,-0.30933762,-0.3475623,-0.38578767,-0.42401338,-0.5548909,-0.59954953,-0.6442095
91,-0.15299512,-0.26767114,-0.30589646,-0.34412208,-0.38234788,-0.42057237,-0.5508709,-0.59553075,-0.6401896
92,-0.14955673,-0.26423433,-0.30245903,-0.34068552,-0.37891,-0.4171358,-0.5468557,-0.5915147,-0.6361746
93,-0.14612581,-0.26080227,-0.29902706,-0.33725291,-0.37547892,-0.41370478,-0.5428455,-0.58750504,-0.6321648
94,-0.14269742,-0.2573746,-0.29559958,-0.33382514,-0.37205058,-0.4102767,-0.53884107,-0.583501,-0.6281593
95,-0.13927351,-0.25395042,-0.29217592,-0.3304014,-0.3686274,-0.40685332,-0.5348406,-0.57950044,-0.62416
96,-0.13585423,-0.25053054,-0.2887555,-0.32698065,-0.3652068,-0.4034323,-0.5308437,-0.57550335,-0.6201626
97,-0.13243864,-0.24711479,-0.28533918,-0.32356563,-0.36179107,-0.4000165,-0.5268543,-0.5715131,-0.61617273
98,-0.12902601,-0.24370195,-0.28192675,-0.32015276,-0.35837933,-0.39660415,-0.5228665,-0.5675267,-0.6121854
99,-0.12561834,-0.24029562,-0.27852046,-0.31674644,-0.35497206,-0.39319748,-0.5188862,-0.5635461,-0.60820466
100,-0.122214235,-0.2368909,-0.2751162,-0.31334195,-0.35156733,-0.38979286,-0.51490843,-0.55956805,-0.6042272
