38.2303,40.0548
38.2320,40.0596
38.2160,40.0417
38.2133,40.0410
38.2176,40.0441
38.2236,40.0454
38.2215,40.0516
38.2266,40.0513
38.2229,40.0600
38.2230,40.0561
38.2314,40.0571
38.2273,40.0547
38.2295,40.0494
38.2215,40.0547
38.2340,40.0708
38.2190,40.0504
38.2231,40.0456
38.2186,40.0552
38.2331,40.0555
38.2312,40.0590
38.2251,40.0522
38.2226,40.0506
38.2199,40.0437
38.2246,40.0597
38.2222,40.0568
38.2237,40.0527
38.2206,40.0521
38.2207,40.0456
38.2186,40.0531
38.2218,40.0580
38.2282,40.0574
38.2191,40.0533
38.2228,40.0544
38.2186,40.0523
38.2143,40.0466
38.2211,40.0455
38.2233,40.0552
38.2190,40.0501
38.2191,40.0510
38.2121,40.0392
38.2234,40.0459
38.2197,40.0509
38.2152,40.0480
38.2196,40.0504
38.2162,40.0471
38.2232,40.0510
38.2217,40.0508
38.2197,40.0497
38.2188,40.0551
38.2323,40.0726
38.2231,40.0572
38.2227,40.0408
