,0,1,2,3,4
0,-0.38226312,-0.34587476,-0.23642716,-0.19992517,-0.16343302
1,-0.36097664,-0.32458088,-0.21509126,-0.1785897,-0.1420935
2,-0.33970904,-0.30327013,-0.19377434,-0.15727602,-0.12077664
3,-0.3184747,-0.28198698,-0.17248793,-0.13599293,-0.09949277
4,-0.29723102,-0.26073176,-0.15123624,-0.114736296,-0.07823621
5,-0.27600372,-0.2395105,-0.1300098,-0.09351382,-0.05701432
6,-0.25480762,-0.21830595,-0.10881185,-0.072312705,-0.03581348
7,-0.2336376,-0.19714175,-0.08763918,-0.05114571,-0.01464343
8,-0.21248886,-0.17598934,-0.06649698,-0.029997028,0.0065045077
9,-0.1913735,-0.15487325,-0.04537737,-0.008882731,0.027619554
10,-0.17028444,-0.13378586,-0.024291947,0.01220713,0.048705604
11,-0.14922334,-0.112726115,-0.0032262022,0.033271655,0.06976712
12,-0.12819076,-0.09169157,0.017802319,0.05430544,0.09080002
13,-0.10718796,-0.07068815,0.038807813,0.07530474,0.11180527
14,-0.08620899,-0.049710736,0.05978758,0.09628273,0.13278238
15,-0.065261364,-0.028762775,0.080732875,0.117231876,0.15373127
16,-0.044340678,-0.007845148,0.101653345,0.13814935,0.17464928
17,-0.023448862,0.013051603,0.122545704,0.15904652,0.1955471
18,-0.0025780362,0.033923026,0.14341699,0.17991893,0.21641935
19,0.018266099,0.054763325,0.16426177,0.20076321,0.23725809
20,0.03907812,0.07557456,0.18507099,0.22157343,0.25806826
21,0.059866026,0.09636438,0.20586067,0.24236193,0.27885652
22,0.08062085,0.117120884,0.22661665,0.2631169,0.29961604
23,0.10135633,0.13785695,0.24735178,0.28385204,0.3203496
24,0.122061506,0.1585591,0.26805726,0.3045568,0.34105703
25,0.14274202,0.17924234,0.2887382,0.32523873,0.36173314
26,0.16339679,0.19989221,0.3093901,0.3458871,0.3823861
27,0.18401878,0.22052042,0.33001664,0.36651605,0.40301564
28,0.2046178,0.24111983,0.350615,0.3871126,0.42361054
29,0.22519433,0.2616913,0.37119076,0.40768585,0.44418463
30,0.2457432,0.2822438,0.39173943,0.42823982,0.46473607
31,0.26625824,0.3027576,0.41225368,0.448755,0.48524904
32,0.2867556,0.32325435,0.432747,0.46924895,0.5057501
33,0.30722225,0.34372348,0.4532166,0.48971695,0.5262174
34,0.3276697,0.36416534,0.4736611,0.5101622,0.546662
35,0.3480834,0.38457793,0.49407485,0.5305751,0.5670745
36,0.36847404,0.4049731,0.51446915,0.5509686,0.5874663
37,0.38883287,0.42533442,0.53482985,0.57132924,0.6078246
38,0.4091681,0.44566858,0.55516577,0.59166557,0.6281639
39,0.42948267,0.46598643,0.57548,0.6119823,0.64848125
40,0.4497724,0.4862681,0.5957642,0.63226336,0.66876405
41,0.47003353,0.50652885,0.6160266,0.6525264,0.6890238
42,0.49026993,0.52676857,0.6362643,0.6727658,0.70926094
43,0.5104763,0.5469756,0.65647423,0.69297373,0.7294688
44,0.5306598,0.56715894,0.67665714,0.71315706,0.74965674
45,0.5508241,0.58732545,0.69681954,0.7333192,0.76981556
46,0.57095635,0.6074529,0.7169489,0.7534496,0.78994864
47,0.59106714,0.6275626,0.7370574,0.7735588,0.8100559
48,0.61114067,0.6476434,0.7571374,0.79363775,0.8301327
49,0.63120705,0.6677035,0.777201,0.8136964,0.84714496
50,0.651236,0.68773586,0.7972353,0.8337319,0.85719466
51,0.67124915,0.7077468,0.8172425,0.8498945,0.86613256
52,0.69122356,0.7277233,0.8370421,0.8593163,0.8750226
53,0.7111829,0.74768037,0.8522482,0.8682049,0.88390076
54,0.73112035,0.76762176,0.86136806,0.8770776,0.8923862
55,0.7510234,0.78752226,0.8702355,0.8855142,0.89971435
56,0.77091,0.8074073,0.87863445,0.8924158,0.90590656
57,0.79076624,0.82726634,0.8851062,0.89859647,0.91208744
58,0.81060046,0.84635836,0.89128065,0.90477127,0.9182621
59,0.8300087,0.8568665,0.8974479,0.9109386,0.92442995
60,0.8456444,0.8631073,0.9036093,0.91709894,0.9305894
61,0.85563946,0.8692862,0.90975827,0.92324984,0.93674177
62,0.86190325,0.8754316,0.9159046,0.92939603,0.94288665
63,0.86806893,0.88156927,0.92204124,0.9355333,0.9490231
64,0.87420684,0.88769805,0.9281711,0.9416626,0.9551532
65,0.88032717,0.8938182,0.9342909,0.9477819,0.9612729
66,0.8864429,0.8999328,0.9404059,0.9538968,0.96738845
67,0.89254767,0.9060397,0.9465126,0.96000355,0.97349334
68,0.8986498,0.91214037,0.9526124,0.96610326,0.9795951
69,0.904741,0.9182309,0.9587038,0.97219574,0.985686
70,0.9108241,0.92431664,0.96478826,0.97827893,0.9917702
71,0.91690123,0.93039316,0.97086537,0.98435694,0.9978478
72,0.9229717,0.9364623,0.9769353,0.99042624,1.0039171
73,0.9290345,0.94252586,0.9829988,0.99648976,1.0099797
74,0.93508846,0.94857836,0.9890523,1.002542,1.0160327
75,0.9411366,0.9546275,0.9951011,1.0085909,1.0220824
76,0.9471757,0.96066636,1.0011386,1.0146308,1.0281212
77,0.9532099,0.96670127,1.0071727,1.0206647,1.0341564
78,0.9592342,0.9727261,1.0131983,1.0266895,1.0401803
79,0.96525294,0.978743,1.019217,1.0327067,1.0461978
80,0.9712629,0.9847536,1.0252267,1.0387183,1.0522077
81,0.97726816,0.99075997,1.031233,1.0447236,1.0582143
82,0.983265,0.99675596,1.0372297,1.0507202,1.0642111
83,0.989255,1.002746,1.0432185,1.0567081,1.0701993
84,0.9952355,1.0087279,1.0491999,1.0626917,1.0761819
85,1.0012118,1.0147016,1.0551738,1.0686656,1.0821565
86,1.0071787,1.0206695,1.0611421,1.0746336,1.0881237
87,1.0131398,1.0266308,1.0671022,1.0805942,1.0940846
88,1.0190926,1.0325844,1.0730567,1.0865482,1.1000379
89,1.0250384,1.0385305,1.0790027,1.0924946,1.105985
90,1.0309786,1.0444697,1.0849427,1.0984336,1.1119239
91,1.0369111,1.0504014,1.0908735,1.1043651,1.1178569
92,1.0428377,1.0563282,1.0968018,1.1102936,1.1237835
93,1.048756,1.0622464,1.1027197,1.116211,1.1297007
94,1.0546659,1.0681584,1.1086301,1.1221212,1.1356126
95,1.0605702,1.0740604,1.1145339,1.1280247,1.1415153
96,1.0664686,1.07996,1.120433,1.1339238,1.1474136
97,1.072357,1.0858492,1.1263222,1.1398127,1.1533024
98,1.0782423,1.0917332,1.1322063,1.1456981,1.1591883
99,1.0841178,1.0976088,1.1380814,1.1515721,1.1650624
100,1.0899876,1.103479,1.1439509,1.1574428,1.1709332
