,0,1,2,3,4
0,0.759883,0.75956804,0.75862235,0.7583072,0.7579913
1,0.762863,0.7625476,0.761602,0.76128674,0.7609715
2,0.76584005,0.7655239,0.76457846,0.7642628,0.7639482
3,0.76881135,0.7684959,0.7675509,0.7672355,0.766921
4,0.7717796,0.7714641,0.7705191,0.77020323,0.76988804
5,0.77474385,0.774428,0.773482,0.77316666,0.77285224
6,0.77770364,0.7773876,0.7764427,0.77612805,0.7758126
7,0.78065974,0.78034496,0.7793994,0.77908415,0.77876854
8,0.7836131,0.7832979,0.7823518,0.782037,0.7817217
9,0.7865622,0.78624684,0.7853009,0.7849851,0.7846703
10,0.789506,0.78919107,0.7882452,0.78792995,0.7876146
11,0.79244757,0.79213274,0.79118603,0.7908719,0.7905561
12,0.7953847,0.79507023,0.7941241,0.7938084,0.7934938
13,0.7983178,0.79800195,0.7970571,0.796741,0.7964262
14,0.8012467,0.8009315,0.79998636,0.79967105,0.79935557
15,0.80417264,0.8038568,0.80291104,0.80259633,0.80228066
16,0.80709326,0.8067784,0.80583197,0.8055173,0.80520177
17,0.8100111,0.8096962,0.8087506,0.8084356,0.8081192
18,0.81292623,0.8126106,0.81166464,0.8113492,0.8110343
19,0.8158363,0.8155215,0.8145758,0.8142604,0.8139439
20,0.8187424,0.81842726,0.8174814,0.8171663,0.81685084
21,0.82164574,0.8213302,0.82038474,0.82006866,0.81975335
22,0.8245438,0.8242285,0.82328326,0.8229682,0.82265204
23,0.82743925,0.827124,0.82617867,0.8258634,0.82554716
24,0.83033067,0.8300155,0.8290693,0.8287546,0.8284393
25,0.833219,0.8329036,0.83195764,0.8316425,0.83132684
26,0.8361024,0.8357872,0.83484095,0.83452606,0.8342111
27,0.8389825,0.8386671,0.8377222,0.83740586,0.83709157
28,0.84185934,0.84154433,0.84059805,0.8402829,0.8399678
29,0.844732,0.8444166,0.8434716,0.8431562,0.84284043
30,0.84760195,0.84728676,0.84634167,0.8460262,0.8457101
31,0.8504665,0.8501514,0.8492054,0.84889024,0.848575
32,0.8533291,0.8530137,0.852068,0.85175216,0.85143715
33,0.85618705,0.8558712,0.8549264,0.854611,0.85429555
34,0.85904175,0.8587273,0.85778093,0.85746586,0.85715014
35,0.86189234,0.86157733,0.86063236,0.8603163,0.86000097
36,0.86474,0.86442477,0.86347884,0.8631634,0.86284816
37,0.86758286,0.86726785,0.86632246,0.866007,0.8656919
38,0.8704232,0.8701079,0.86916167,0.86884767,0.868532
39,0.8732598,0.8729446,0.87199944,0.87168354,0.8713682
40,0.87609226,0.87577754,0.8748316,0.87451684,0.8742002
41,0.8789219,0.8786068,0.87766093,0.8773457,0.87703043
42,0.8817482,0.88143253,0.88048726,0.8801721,0.8798566
43,0.88456976,0.884255,0.8833087,0.8829934,0.88267815
44,0.887389,0.8870732,0.88612735,0.88581264,0.88549715
45,0.89020336,0.88988906,0.88894385,0.888628,0.88831264
46,0.8930146,0.8927003,0.8917548,0.89143944,0.8911237
47,0.8958229,0.89550865,0.8945622,0.8942469,0.8939311
48,0.89862674,0.89831245,0.89736605,0.89705074,0.89673555
49,0.90142834,0.90111345,0.9001677,0.8998522,0.89953744
50,0.90422577,0.9039105,0.90296507,0.9026498,0.90233433
51,0.90701956,0.9067052,0.9057595,0.9054437,0.9051293
52,0.9098101,0.90949476,0.90854925,0.9082334,0.90791863
53,0.9125966,0.91228145,0.91133535,0.9110197,0.9107046
54,0.915381,0.9150657,0.91411996,0.91380477,0.91349
55,0.9181607,0.91784495,0.9168995,0.91658396,0.9162688
56,0.9209372,0.9206227,0.91967654,0.91936123,0.9190451
57,0.9237103,0.9233949,0.92244875,0.9221344,0.92181873
58,0.9264798,0.92616457,0.9252191,0.924903,0.9245888
59,0.9292467,0.92893136,0.92798525,0.9276696,0.9273547
60,0.9320095,0.93169403,0.93074876,0.9304334,0.9301175
61,0.9347684,0.93445325,0.933507,0.93319213,0.93287706
62,0.9375247,0.9372101,0.9362647,0.9359492,0.93563324
63,0.940277,0.93996274,0.93901634,0.93870187,0.9383864
64,0.9430267,0.94271123,0.9417654,0.94145095,0.9411352
65,0.9457719,0.94545686,0.944512,0.9441956,0.94388056
