1.2853,0.6414,0.9787
0.7468,0.5108,0.7688
0.7467,0.5107,1.0116
0.8915,0.5383,1.0863
0.6939,0.5035,1.0296
1.2917,0.6424,1.1172
0.6916,0.5032,0.8978
1.0883,0.5848,1.0982
0.7038,0.5078,0.9423
1.7257,0.7862,1.0902
0.6881,0.5033,0.7769
1.1535,0.6020,1.0812
1.1535,0.6020,1.1573
0.7913,0.5254,0.8672
1.7175,0.7830,1.0469
0.7312,0.5136,0.7441
1.5451,0.7228,1.0566
0.8209,0.5311,0.8003
1.5727,0.7322,1.0311
0.8375,0.5343,0.8001
1.5513,0.7250,1.0267
0.8562,0.5378,0.8113
0.8562,0.5378,1.1961
1.9744,0.8791,1.0162
0.8320,0.5332,0.7368
1.5002,0.7079,1.0203
0.9150,0.5490,0.8422
1.4290,0.6846,1.0106
0.9187,0.5498,0.8646
1.3996,0.6752,1.0082
0.9196,0.5499,0.8739
1.3879,0.6714,1.0075
1.3879,0.6715,1.2940
0.9502,0.5558,0.8257
1.3518,0.6601,1.0076
0.8984,0.5459,0.8758
1.3697,0.6657,1.0086
0.9188,0.5498,0.8838
1.3639,0.6638,1.0067
0.9117,0.5485,0.8824
1.3710,0.6660,1.0075
0.9149,0.5491,0.8819
0.9149,0.5491,1.2263
1.7062,0.7790,1.0046
0.9467,0.5552,0.8368
1.4099,0.6783,1.0059
0.8964,0.5456,0.8592
1.3711,0.6660,1.0081
0.9093,0.5481,0.8794
1.3393,0.6561,1.0065
0.9071,0.5477,0.8886
1.1474,0.5988,1.0050
1.1535,0.6020,0.9164
1.1535,0.6020,0.9164
1.1535,0.6020,1.1245
1.1535,0.6020,1.1846
1.1535,0.6020,1.2001
1.1535,0.6020,1.2040
1.1535,0.6020,1.2050
1.1535,0.6020,1.2052
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1474,0.5988,1.2014
1.1535,0.6020,0.9164
1.1535,0.6020,0.9164
1.1535,0.6020,1.1245
1.1535,0.6020,1.1846
1.1535,0.6020,1.2001
1.1535,0.6020,1.2040
1.1535,0.6020,1.2050
1.1535,0.6020,1.2052
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1535,0.6020,1.2053
1.1474,0.5988,1.2014
