,0,1,2,3
0,-0.43159124,-0.7563731,-0.8702264,-0.9840789
1,-0.42985055,-0.75261396,-0.866467,-0.98032
2,-0.4281116,-0.7488585,-0.8627125,-0.97656465
3,-0.42637545,-0.7451094,-0.8589613,-0.97281486
4,-0.42464146,-0.74136406,-0.8552175,-0.9690692
5,-0.42291015,-0.73762643,-0.8514785,-0.9653314
6,-0.4211805,-0.7338911,-0.8477439,-0.96159625
7,-0.4194533,-0.73016113,-0.8440141,-0.95786643
8,-0.41772825,-0.72643626,-0.8402889,-0.954141
9,-0.41600603,-0.72271645,-0.8365696,-0.95042145
10,-0.41428554,-0.7190012,-0.8328541,-0.9467067
11,-0.41256708,-0.71529007,-0.8291437,-0.9429951
12,-0.4108511,-0.7115846,-0.82543814,-0.93929034
13,-0.40913796,-0.70788556,-0.82173705,-0.9355906
14,-0.4074265,-0.7041895,-0.8180421,-0.9318939
15,-0.40571737,-0.70049983,-0.8143512,-0.9282045
16,-0.4040111,-0.69681317,-0.810667,-0.92451787
17,-0.40230653,-0.693133,-0.80698663,-0.9208391
18,-0.40060368,-0.68945485,-0.8033076,-0.9171603
19,-0.3989039,-0.6857834,-0.7996365,-0.9134891
20,-0.3972057,-0.6821182,-0.7959709,-0.90982336
21,-0.3955095,-0.67845535,-0.7923074,-0.9061608
22,-0.39381588,-0.67479867,-0.7886501,-0.9025039
23,-0.39212513,-0.671146,-0.7849987,-0.89885193
24,-0.3904362,-0.66749734,-0.7813515,-0.89520234
25,-0.38874862,-0.66385496,-0.7777086,-0.8915607
26,-0.3870641,-0.6602168,-0.7740697,-0.88792235
27,-0.38538137,-0.6565834,-0.7704353,-0.88428897
28,-0.38370094,-0.65295494,-0.7668073,-0.8806595
29,-0.38202253,-0.64933,-0.7631823,-0.8770356
30,-0.3803458,-0.6457093,-0.7595622,-0.87341374
31,-0.37867215,-0.64209527,-0.7559483,-0.8698007
32,-0.37700015,-0.6384846,-0.7523366,-0.86619014
33,-0.37533,-0.63487816,-0.7487316,-0.8625837
34,-0.37366244,-0.6312761,-0.7451291,-0.8589814
35,-0.37199715,-0.6276804,-0.7415332,-0.8553858
36,-0.3703341,-0.6240884,-0.737942,-0.8517925
37,-0.3686729,-0.6205014,-0.7343543,-0.84820586
38,-0.36701345,-0.61691904,-0.7307715,-0.84462327
39,-0.36535653,-0.61333984,-0.727192,-0.8410449
40,-0.36370176,-0.6097659,-0.7236188,-0.8374715
41,-0.36204848,-0.6061964,-0.72004914,-0.83390164
42,-0.36039844,-0.60263014,-0.7164844,-0.83033586
43,-0.35874882,-0.599071,-0.7129237,-0.8267773
44,-0.3571027,-0.59551495,-0.70936817,-0.82322043
45,-0.35545763,-0.5919623,-0.70581573,-0.8196689
46,-0.3538158,-0.58841676,-0.7022687,-0.81612134
47,-0.35217497,-0.5848746,-0.69872713,-0.8125797
48,-0.3505373,-0.5813369,-0.6951889,-0.80904245
49,-0.3489002,-0.57780397,-0.69165534,-0.80550826
50,-0.34726617,-0.57427406,-0.68812627,-0.80197895
51,-0.34563345,-0.5707482,-0.684602,-0.798453
52,-0.34400377,-0.5672293,-0.68108183,-0.7949339
53,-0.34237587,-0.5637139,-0.6775656,-0.7914179
54,-0.34074932,-0.56020033,-0.67405325,-0.78790563
55,-0.33912575,-0.556695,-0.670548,-0.78439957
56,-0.33750308,-0.5531911,-0.667044,-0.78089553
57,-0.33588314,-0.54969347,-0.6635455,-0.77739745
58,-0.33426607,-0.54619807,-0.6600512,-0.77390414
59,-0.33264923,-0.5427082,-0.6565611,-0.7704136
60,-0.3310352,-0.53922266,-0.6530756,-0.76692814
61,-0.32942376,-0.5357409,-0.6495943,-0.7634463
62,-0.32781255,-0.53226423,-0.646116,-0.7599702
63,-0.32620457,-0.5287921,-0.64264417,-0.756496
64,-0.32459885,-0.52532285,-0.6391762,-0.75302845
65,-0.3229945,-0.52186054,-0.63571244,-0.74956506
66,-0.32139215,-0.51839966,-0.6322517,-0.74610525
67,-0.3197929,-0.5149442,-0.6287971,-0.74264973
68,-0.31819418,-0.51149154,-0.625344,-0.73919713
69,-0.3165977,-0.5080461,-0.6218977,-0.7357499
70,-0.31500345,-0.5046029,-0.61845404,-0.73230714
71,-0.31341043,-0.5011632,-0.61501557,-0.7288684
72,-0.31182024,-0.49772853,-0.6115808,-0.72543365
73,-0.31023192,-0.49429762,-0.60814905,-0.722003
74,-0.30864516,-0.4908721,-0.6047247,-0.71857786
75,-0.30706024,-0.48744974,-0.60130125,-0.7151546
76,-0.30547825,-0.4840314,-0.59788394,-0.7117369
77,-0.30389684,-0.48061675,-0.59446996,-0.708322
78,-0.3023178,-0.47720823,-0.59105974,-0.70491314
79,-0.30074126,-0.47380227,-0.5876554,-0.70150745
80,-0.29916617,-0.47040132,-0.58425367,-0.6981062
81,-0.2975925,-0.46700206,-0.5808557,-0.694707
82,-0.29602098,-0.4636096,-0.57746154,-0.69131446
83,-0.29445148,-0.4602197,-0.574073,-0.68792623
84,-0.29288408,-0.45683554,-0.57068855,-0.68454117
