,0,1,2,3,4,5,6,7,8,9
48,-0.20683748,-0.25344607,-0.36334503,-0.41515106,-0.47304428,-0.5309544,-0.5888643,-0.7494532,-0.80127203,-0.85309076
49,-0.20605464,-0.25266305,-0.3626714,-0.41416377,-0.47202015,-0.52993023,-0.58784,-0.74853754,-0.80035603,-0.85217416
50,-0.20527291,-0.25188175,-0.36205122,-0.4131779,-0.47099772,-0.5289072,-0.5868172,-0.74762267,-0.7994411,-0.85125965
51,-0.20449258,-0.25110093,-0.36143506,-0.41219318,-0.46997622,-0.52788633,-0.5857957,-0.7467091,-0.79852724,-0.85034597
52,-0.20371313,-0.2503217,-0.36081934,-0.41120973,-0.46895635,-0.5268662,-0.58477587,-0.74579674,-0.7976153,-0.8494339
53,-0.20293441,-0.249543,-0.36023057,-0.41022772,-0.46793756,-0.52584743,-0.5837575,-0.74488544,-0.79670435,-0.8485228
54,-0.20215611,-0.2487649,-0.35964435,-0.40924656,-0.46691972,-0.52482945,-0.58273953,-0.74397475,-0.7957937,-0.84761214
55,-0.20138022,-0.24798878,-0.35905936,-0.40826726,-0.46590364,-0.5238133,-0.58172333,-0.74306625,-0.7948846,-0.84670335
56,-0.20060395,-0.24721268,-0.35847485,-0.4072883,-0.46488887,-0.5227981,-0.5807083,-0.74215806,-0.79397637,-0.8457954
57,-0.19982927,-0.2464378,-0.35789096,-0.40631106,-0.46387473,-0.52178466,-0.57969457,-0.7412515,-0.7930697,-0.8448883
58,-0.19905539,-0.24566406,-0.35730812,-0.40533525,-0.46286237,-0.52077216,-0.5786818,-0.7403455,-0.7921644,-0.84398305
59,-0.19828239,-0.24489096,-0.35672575,-0.4043596,-0.46185106,-0.5197606,-0.5776705,-0.7394413,-0.79125977,-0.8430783
60,-0.19751042,-0.24411926,-0.3561442,-0.4033861,-0.46084055,-0.51875055,-0.5766603,-0.7385373,-0.79035616,-0.8421747
61,-0.19673951,-0.24334817,-0.35556346,-0.40241358,-0.45983204,-0.5177419,-0.575652,-0.7376359,-0.78945446,-0.8412727
62,-0.19596936,-0.24257801,-0.35498297,-0.40144214,-0.4588244,-0.5167341,-0.5746442,-0.736734,-0.7885528,-0.84037125
63,-0.19520012,-0.2418091,-0.35440338,-0.40047184,-0.45781818,-0.51572806,-0.57363784,-0.7358343,-0.78765273,-0.83947104
64,-0.19443212,-0.24104078,-0.3538248,-0.3995032,-0.45681298,-0.5147232,-0.57263255,-0.7349352,-0.78675383,-0.83857226
65,-0.19366536,-0.24027374,-0.3532469,-0.3985358,-0.45580927,-0.5137192,-0.5716292,-0.7340374,-0.785856,-0.8376747
66,-0.19289899,-0.23950762,-0.35266933,-0.39756888,-0.4548067,-0.5127165,-0.5706263,-0.7331404,-0.7849592,-0.8367775
67,-0.1921337,-0.23874229,-0.35209295,-0.39660385,-0.45380569,-0.51171535,-0.5696252,-0.7322452,-0.78406364,-0.8358821
68,-0.1913692,-0.23797756,-0.3515167,-0.39563945,-0.45280507,-0.51071507,-0.568625,-0.7313502,-0.78316873,-0.83498716
69,-0.19060576,-0.23721473,-0.3509418,-0.39467654,-0.45180622,-0.5097161,-0.5676262,-0.73045695,-0.7822754,-0.83409387
70,-0.18984322,-0.23645194,-0.3503672,-0.3937144,-0.4508089,-0.5087186,-0.56662863,-0.7295644,-0.78138286,-0.8332015
71,-0.18908176,-0.23569025,-0.34979355,-0.39275375,-0.44981247,-0.5077221,-0.5656319,-0.7286731,-0.7804915,-0.83231
72,-0.18832111,-0.23492955,-0.34922054,-0.3917946,-0.44881687,-0.5067267,-0.5646364,-0.7277827,-0.77960134,-0.83141994
73,-0.18756145,-0.23416974,-0.34864765,-0.39083606,-0.44782278,-0.5057325,-0.56364244,-0.72689337,-0.77871215,-0.8305304
74,-0.18680266,-0.23341136,-0.3480763,-0.38987902,-0.4468298,-0.5047399,-0.5626498,-0.7260056,-0.7778244,-0.82964265
75,-0.18604454,-0.23265326,-0.34750506,-0.3889225,-0.4458384,-0.50374806,-0.56165785,-0.72511864,-0.77693695,-0.828756
76,-0.18535283,-0.23189642,-0.34693494,-0.3879683,-0.4448479,-0.50275797,-0.56066763,-0.7242326,-0.7760512,-0.82787
77,-0.18474232,-0.23114003,-0.3463651,-0.38705266,-0.44385818,-0.50176835,-0.5596784,-0.72334766,-0.7751663,-0.8269847
78,-0.18415125,-0.23038498,-0.34579614,-0.3861914,-0.44287047,-0.5007804,-0.5586903,-0.722464,-0.7742825,-0.82610136
79,-0.18356065,-0.22963089,-0.3452283,-0.38533184,-0.441884,-0.4997935,-0.5577036,-0.72158164,-0.77339995,-0.825218
80,-0.18297078,-0.2288778,-0.3446605,-0.38447303,-0.44089848,-0.49880826,-0.55671793,-0.7207,-0.7725183,-0.8243372
81,-0.18238139,-0.22812498,-0.34409335,-0.38361472,-0.43991354,-0.4978233,-0.55573326,-0.71981937,-0.77163756,-0.823456
82,-0.18179287,-0.2273734,-0.34352717,-0.38275775,-0.4389302,-0.49684012,-0.5547499,-0.7189392,-0.7707582,-0.8225767
83,-0.18120517,-0.22662298,-0.34296176,-0.3819017,-0.4379483,-0.4958581,-0.5537679,-0.718061,-0.76987934,-0.82169783
84,-0.18061814,-0.2258733,-0.34239668,-0.381047,-0.43696696,-0.49487722,-0.5527869,-0.7171836,-0.76900244,-0.82082057
85,-0.18003194,-0.2251247,-0.3418327,-0.380193,-0.4359873,-0.49389756,-0.551807,-0.7163072,-0.7681258,-0.8199446
86,-0.17944618,-0.2243767,-0.34126937,-0.37934762,-0.4350087,-0.4929185,-0.55082846,-0.71543205,-0.7672508,-0.819069
87,-0.17886107,-0.22362973,-0.3407063,-0.3786113,-0.43403134,-0.4919415,-0.5498511,-0.71455765,-0.76637673,-0.818195
88,-0.178277,-0.22288376,-0.34014437,-0.37787563,-0.4330553,-0.49096525,-0.5488751,-0.7136844,-0.76550317,-0.81732166
89,-0.17769343,-0.22213855,-0.3395828,-0.37714094,-0.43207994,-0.48999,-0.5478997,-0.71281224,-0.7646312,-0.8164496
90,-0.17711078,-0.22139406,-0.33902183,-0.37640724,-0.43110606,-0.48901612,-0.5469258,-0.7119412,-0.76376015,-0.8155783
91,-0.17652841,-0.22065096,-0.338462,-0.3756744,-0.43013352,-0.48804316,-0.5459531,-0.7110713,-0.76289004,-0.81470835
92,-0.17594683,-0.21990755,-0.33790228,-0.37494215,-0.42916146,-0.48707157,-0.5449811,-0.71020144,-0.76202065,-0.813839
93,-0.17536591,-0.21916647,-0.33734336,-0.37421075,-0.42819116,-0.4861012,-0.5440109,-0.7093341,-0.76115245,-0.81297106
94,-0.17478573,-0.21842547,-0.33678553,-0.37348038,-0.42722192,-0.48513225,-0.5430418,-0.7084668,-0.76028544,-0.8121041
95,-0.17420655,-0.21768562,-0.33622786,-0.37275094,-0.42625394,-0.48416388,-0.54207385,-0.7076013,-0.75941956,-0.8112384
96,-0.17362772,-0.21694642,-0.33567095,-0.37202212,-0.42528686,-0.48319623,-0.5411067,-0.70673597,-0.7585546,-0.8103728
97,-0.17304957,-0.21620837,-0.33511478,-0.37129474,-0.4243212,-0.4822308,-0.54014075,-0.70587194,-0.7576907,-0.8095093
98,-0.1724721,-0.21547082,-0.33455923,-0.3705675,-0.42335626,-0.4812661,-0.53917605,-0.70500904,-0.75682753,-0.80864584
99,-0.1718957,-0.21473439,-0.3340045,-0.36984184,-0.4223928,-0.4803026,-0.53821254,-0.70414764,-0.75596595,-0.8077844
100,-0.17131954,-0.21399897,-0.33345044,-0.3691166,-0.42143863,-0.47933966,-0.5372495,-0.70328647,-0.75510514,-0.8069233
