,0,1,2,3,4,5,6,7,8,9
47,0.6815801,0.6793067,0.67248523,0.6702116,0.6679372,0.6656644,0.6633906,0.65657,0.65429676,0.65202284
48,0.68304425,0.68077004,0.67394936,0.6716756,0.66940236,0.6671285,0.6648549,0.65803427,0.6557609,0.653487
49,0.68450737,0.6822337,0.67541265,0.6731388,0.6708653,0.6685912,0.66631836,0.6594975,0.65722317,0.6549498
50,0.6859678,0.68369377,0.6768733,0.6745994,0.6723259,0.670052,0.6677783,0.6609578,0.6586846,0.6564105
51,0.68742675,0.68515366,0.6783319,0.6760588,0.67378455,0.67151105,0.6692375,0.66241693,0.66014373,0.6578695
52,0.6888836,0.68660986,0.6797892,0.67751575,0.6752414,0.6729683,0.67069465,0.66387415,0.66160065,0.6593262
53,0.6903388,0.68806475,0.6812441,0.6789709,0.6766972,0.674424,0.67215,0.665329,0.66305596,0.6607817
54,0.6917926,0.6895196,0.68269813,0.680425,0.678151,0.6758774,0.67360413,0.66678315,0.6645099,0.6622359
55,0.6932442,0.69097114,0.6841494,0.6818761,0.6796026,0.6773285,0.6750547,0.6682345,0.6659609,0.66368693
56,0.69469434,0.69242114,0.6855998,0.6833262,0.68105274,0.67877924,0.67650497,0.6696848,0.66741097,0.66513723
57,0.6961424,0.69386923,0.6870478,0.68477434,0.6825007,0.68022704,0.6779534,0.6711325,0.66885865,0.6665851
58,0.69758934,0.69531566,0.68849397,0.68622,0.6839467,0.68167347,0.67939943,0.6725793,0.6703058,0.6680312
59,0.6990335,0.69675934,0.6899384,0.6876653,0.6853912,0.6831177,0.680844,0.6740231,0.67174935,0.66947585
60,0.70047635,0.6982026,0.6913815,0.6891079,0.6868344,0.6845608,0.68228674,0.6754662,0.6731925,0.6709193
61,0.7019169,0.6996438,0.69282186,0.69054884,0.68827474,0.6860012,0.683728,0.67690724,0.6746336,0.6723596
62,0.7033566,0.7010828,0.69426256,0.6919883,0.68971527,0.68744075,0.68516713,0.6783468,0.67607254,0.6737996
63,0.7047941,0.7025203,0.6956994,0.6934259,0.6911526,0.68887794,0.68660456,0.67978394,0.6775103,0.67523706
64,0.7062296,0.7039559,0.69713503,0.69486105,0.6925883,0.69031405,0.6880401,0.68121994,0.67894673,0.6766723
65,0.70766294,0.7053891,0.6985683,0.6962949,0.6940215,0.69174755,0.68947405,0.6826531,0.68037933,0.6781059
66,0.70909536,0.70682156,0.7000009,0.6977271,0.6954533,0.69318014,0.69090664,0.6840857,0.68181163,0.6795378
67,0.7105256,0.70825166,0.70143086,0.69915736,0.6968843,0.6946102,0.6923363,0.6855161,0.6832417,0.6809684
68,0.711954,0.7096811,0.7028599,0.7005863,0.69831324,0.69603914,0.69376546,0.6869447,0.684671,0.68239725
69,0.7133813,0.7111074,0.704287,0.7020136,0.69973934,0.6974657,0.6951922,0.6883716,0.6860979,0.68382454
70,0.7148068,0.7125328,0.70571166,0.70343804,0.7011646,0.6988905,0.6966175,0.6897964,0.6875229,0.685249
71,0.71623015,0.71395665,0.70713526,0.7048614,0.7025882,0.7003144,0.698041,0.69121975,0.6889466,0.68667245
72,0.71765137,0.71537817,0.70855737,0.7062838,0.7040099,0.7017363,0.69946253,0.69264233,0.69036824,0.688094
73,0.7190716,0.71679777,0.70997745,0.70770335,0.7054301,0.70315623,0.7008828,0.694062,0.69178843,0.6895147
74,0.72048974,0.71821606,0.711395,0.7091216,0.70684767,0.7045745,0.7023009,0.69547975,0.69320637,0.6909329
75,0.721906,0.7196326,0.7128125,0.71053827,0.7082654,0.70599145,0.70371735,0.6968969,0.69462305,0.6923491
76,0.72332156,0.72104716,0.7142261,0.711953,0.7096791,0.70740557,0.70513237,0.6983111,0.69603753,0.69376427
77,0.72473407,0.72246104,0.71563977,0.7133664,0.71109223,0.708819,0.7065455,0.6997249,0.69745094,0.6951777
78,0.72614557,0.72387224,0.7170509,0.7147778,0.71250385,0.7102305,0.7079568,0.7011357,0.6988625,0.6965887
79,0.7275553,0.7252812,0.718461,0.7161869,0.7139134,0.7116398,0.7093662,0.7025453,0.7002715,0.6979984
80,0.72896296,0.7266896,0.7198686,0.7175949,0.7153215,0.7130474,0.7107745,0.7039534,0.7016793,0.69940555
81,0.7303689,0.7280963,0.72127545,0.71900225,0.71672803,0.7144545,0.7121808,0.7053595,0.703086,0.70081306
82,0.73177433,0.72950065,0.72267956,0.72040623,0.7181324,0.7158586,0.71358514,0.7067651,0.7044906,0.7022171
83,0.73317707,0.7309034,0.72408295,0.72180885,0.71953505,0.7172615,0.7149881,0.70816696,0.70589316,0.7036203
84,0.7345782,0.7323046,0.7254839,0.72321016,0.72093666,0.71866304,0.71638936,0.70956796,0.7072948,0.7050217
85,0.73597753,0.73370427,0.7268833,0.7246094,0.7223364,0.7200624,0.71778893,0.7109681,0.70869374,0.7064211
86,0.7373761,0.7351022,0.7282812,0.7260075,0.7237343,0.72146016,0.7191869,0.71236575,0.71009195,0.70781815
87,0.73877215,0.73649853,0.72967726,0.7274039,0.72513014,0.7228566,0.72058254,0.713762,0.7114886,0.7092148
88,0.74016565,0.73789245,0.7310715,0.72879833,0.7265248,0.7242511,0.7219777,0.7151565,0.7128829,0.7106087
89,0.7415593,0.7392853,0.7324647,0.7301911,0.7279179,0.7256436,0.72337,0.71654916,0.7142757,0.71200186
90,0.7429499,0.7406764,0.7338562,0.73158187,0.72930807,0.72703457,0.7247611,0.7179405,0.7156668,0.7133931
91,0.74434,0.7420659,0.73524535,0.7329721,0.7306977,0.72842443,0.72615117,0.7193297,0.71705616,0.71478283
92,0.7457279,0.7434547,0.73663336,0.73435974,0.7320868,0.72981316,0.72753924,0.7207182,0.7184443,0.716171
93,0.74711454,0.7448406,0.73802024,0.735746,0.7334718,0.7311989,0.7289251,0.7221038,0.71983063,0.71755695
94,0.74849826,0.74622494,0.7394036,0.73713064,0.73485726,0.7325832,0.7303097,0.7234886,0.7212154,0.71894175
95,0.74988174,0.74760795,0.74078727,0.7385132,0.7362399,0.7339657,0.73169225,0.7248717,0.72259873,0.7203244
96,0.7512631,0.7489897,0.74216884,0.73989505,0.7376214,0.7353478,0.733074,0.726253,0.7239799,0.721706
97,0.7526429,0.7503694,0.74354815,0.7412746,0.7390009,0.7367272,0.7344535,0.72763324,0.7253594,0.72308564
98,0.7540209,0.7517478,0.7449269,0.7426529,0.740379,0.73810536,0.7358319,0.7290114,0.72673696,0.7244639
99,0.7553971,0.7531238,0.7463027,0.74402905,0.74175537,0.73948145,0.73720807,0.7303874,0.7281136,0.72583956
100,0.7567723,0.75449866,0.7476774,0.7454039,0.7431304,0.74085647,0.73858386,0.73176223,0.72948885,0.72721493
