,0,1,2,3,4,5,6,7,8,9,10
35,0.32833317,0.32635906,0.32438287,0.31845832,0.31648564,0.31450891,0.3125341,0.3105615,0.30463713,0.30266017,0.30068403
36,0.34265706,0.3406826,0.33870542,0.33278325,0.33081004,0.32883355,0.32685864,0.32488325,0.31896076,0.31698528,0.31501085
37,0.3569595,0.35498282,0.3530095,0.34708554,0.34511065,0.34313422,0.34115845,0.33918682,0.3332603,0.33128607,0.32931402
38,0.37124467,0.36927003,0.367295,0.36136925,0.35939667,0.3574218,0.35544828,0.35347077,0.34754834,0.34557328,0.34359697
39,0.38551432,0.38353825,0.3815646,0.37563992,0.37366483,0.37169275,0.36971784,0.3677429,0.36181897,0.35984185,0.35786974
40,0.3997621,0.39778802,0.3958128,0.38988814,0.38791496,0.3859394,0.383964,0.38199097,0.3760646,0.3740923,0.37211826
41,0.413994,0.41202217,0.41004637,0.40412095,0.40214637,0.40017113,0.39819857,0.39622185,0.3902987,0.3883241,0.38635027
42,0.42821014,0.4262371,0.42426112,0.41833758,0.41636539,0.4143899,0.41241452,0.41043928,0.4045155,0.40253985,0.40056574
43,0.4424046,0.44042957,0.43845853,0.43253168,0.43055758,0.42858425,0.42660978,0.424634,0.4187098,0.41673568,0.41476125
44,0.45658508,0.45461106,0.4526358,0.44671005,0.44473597,0.44276378,0.44078934,0.43881413,0.4328883,0.43091607,0.42894012
45,0.47074836,0.4687757,0.4667999,0.46087226,0.4588991,0.45692492,0.45495057,0.45297456,0.44705087,0.44507533,0.4431038
46,0.48488986,0.48291448,0.48093936,0.4750167,0.47303993,0.47106692,0.46909016,0.46711797,0.46119148,0.45921788,0.45724317
47,0.49901512,0.49704117,0.49506462,0.48914033,0.48716512,0.48519236,0.48321462,0.48124188,0.47531533,0.47334424,0.47136843
48,0.51311755,0.511143,0.50916976,0.5032428,0.5012687,0.49929443,0.49732056,0.4953451,0.48941872,0.4874452,0.48547328
49,0.5272114,0.52523714,0.52326185,0.51733786,0.5153634,0.5133858,0.51141465,0.5094393,0.50351256,0.50153965,0.49956557
50,0.54128116,0.5393081,0.5373348,0.5314077,0.5294357,0.5274607,0.52548575,0.52350855,0.51758623,0.51561236,0.51363516
51,0.55533826,0.5533631,0.5513899,0.54546356,0.5434895,0.5415128,0.53953916,0.5375658,0.5316398,0.52966595,0.5276939
52,0.5693695,0.5673954,0.56542283,0.55949897,0.5575229,0.5555485,0.5535746,0.55159956,0.5456751,0.54369944,0.54172564
53,0.5833911,0.581416,0.5794401,0.5735172,0.5715396,0.56956714,0.56759274,0.5656155,0.55969363,0.5577179,0.55574286
54,0.5973988,0.5954216,0.59344643,0.58752394,0.5855502,0.5835724,0.5815991,0.5796245,0.5737007,0.57172424,0.5697506
55,0.6113761,0.60940444,0.60742724,0.60150594,0.5995273,0.5975529,0.5955805,0.5936056,0.58768034,0.58570504,0.5837288
56,0.6253473,0.62337196,0.621399,0.6154733,0.61350083,0.611525,0.6095497,0.60757387,0.6016492,0.5996751,0.59769875
57,0.63929474,0.6373229,0.6353465,0.62942016,0.6274449,0.62547183,0.62349683,0.6215209,0.6155978,0.6136228,0.6116495
58,0.6532268,0.6512521,0.6492772,0.6433539,0.64137965,0.6394025,0.6374276,0.6354547,0.6295316,0.62755466,0.62558025
59,0.66714275,0.66516834,0.6631913,0.657269,0.6552939,0.65332025,0.6513428,0.64937013,0.64344656,0.6414718,0.639495
60,0.681043,0.679067,0.67709124,0.6711688,0.66919327,0.6672206,0.66524386,0.6632696,0.6573462,0.65536815,0.6533953
61,0.6949205,0.69294715,0.6909703,0.68504864,0.6830742,0.681096,0.67912114,0.67714846,0.67122376,0.6692493,0.66727585
62,0.7087889,0.70681524,0.7048395,0.6989161,0.6969391,0.694963,0.6929915,0.6910136,0.6850907,0.6831159,0.68114054
63,0.7226358,0.7206594,0.71868366,0.712761,0.71078545,0.70881057,0.70683753,0.70486134,0.69893795,0.6969628,0.69498754
64,0.73646426,0.7344893,0.73251474,0.72659194,0.7246158,0.72264194,0.72066647,0.71869296,0.7127683,0.71079296,0.70881695
65,0.7502736,0.74829954,0.7463247,0.7404005,0.7384251,0.7364489,0.73447436,0.7324995,0.72657585,0.72460246,0.722628
66,0.7640675,0.7620978,0.76012284,0.7541976,0.75222206,0.75024915,0.7482731,0.74629724,0.7403763,0.7384007,0.7364243
67,0.77784914,0.7758726,0.7738988,0.7679758,0.766,0.7640238,0.76204866,0.76007557,0.75415117,0.7521766,0.75020075
68,0.79155976,0.78963965,0.7876639,0.7817398,0.77976406,0.77779186,0.77581555,0.7738416,0.76791614,0.76594096,0.7639669
69,0.8051022,0.8031923,0.80128485,0.79548335,0.793511,0.79153603,0.7895574,0.78757286,0.78158015,0.7795822,0.77758545
70,0.8178744,0.8161682,0.8143976,0.8086422,0.8067125,0.804778,0.8027812,0.800789,0.79480106,0.79280466,0.7908111
71,0.827831,0.8267877,0.82542896,0.8208936,0.81918615,0.8174527,0.81569546,0.81377405,0.80785435,0.8058463,0.803838
72,0.8364663,0.8356602,0.8346786,0.8305723,0.82920516,0.82783484,0.8264532,0.8249569,0.8199144,0.81817186,0.81632614
73,0.8442717,0.8435447,0.84281754,0.83959985,0.83826524,0.8369312,0.8355843,0.8342164,0.83011097,0.8286318,0.82690877
74,0.8517394,0.8510352,0.850333,0.84743565,0.84611416,0.84479344,0.84347296,0.84203607,0.83753574,0.8360359,0.8345079
75,0.85770017,0.8568372,0.85597473,0.8533854,0.8522451,0.8509797,0.8497152,0.8484498,0.8446006,0.8431463,0.84166545
76,0.8631675,0.86230516,0.8614433,0.85885364,0.85798967,0.8569202,0.8556564,0.85439056,0.8505972,0.8493324,0.84806716
77,0.8686319,0.8677682,0.8669052,0.86431754,0.86345476,0.8625913,0.86159194,0.8603284,0.856533,0.8552672,0.8540039
78,0.8740859,0.87322336,0.87236,0.86977184,0.86890924,0.86804587,0.8671845,0.86625504,0.86246055,0.8611948,0.8599306
79,0.87953407,0.8786715,0.87780863,0.8752206,0.87435704,0.8734951,0.87263095,0.8717698,0.86837935,0.86711544,0.86585027
80,0.88497597,0.8841126,0.88325065,0.88066155,0.87980014,0.8789371,0.87807375,0.8772108,0.8742933,0.87302774,0.8717638
81,0.8904144,0.88955057,0.8886873,0.8860991,0.8852371,0.88437384,0.8835108,0.88264805,0.88006055,0.8789366,0.87767094
82,0.895842,0.8949796,0.89411783,0.89152837,0.8906655,0.8898024,0.88894117,0.8880776,0.88548857,0.8846267,0.88357097
83,0.9012648,0.9004023,0.89953965,0.8969513,0.8960876,0.89522576,0.89436316,0.8935,0.8909114,0.89004886,0.889185
84,0.9066809,0.9058178,0.9049548,0.90236694,0.9015041,0.90064096,0.8997786,0.89891636,0.8963281,0.8954649,0.8946022
85,0.91209084,0.9112283,0.9103652,0.90777737,0.90691406,0.9060506,0.90518844,0.9043261,0.90173733,0.9008735,0.9000121
86,0.91749394,0.91663074,0.9157678,0.91317904,0.9123168,0.91145444,0.91059226,0.9097287,0.90714085,0.9062779,0.9054137
87,0.92289096,0.92202723,0.92116445,0.9185766,0.9177139,0.916851,0.9159881,0.9151252,0.9125376,0.91167384,0.91081077
88,0.9282814,0.92741823,0.9265543,0.9239666,0.92310464,0.92224,0.9213774,0.9205157,0.91792727,0.91706425,0.91620094
89,0.9336641,0.9328018,0.9319397,0.9293514,0.9284864,0.92762476,0.9267625,0.9258986,0.9233112,0.9224479,0.92158496
90,0.9390426,0.93817896,0.937316,0.9347279,0.93386394,0.9330019,0.9321393,0.9312758,0.92868817,0.9278245,0.92696375
91,0.94441324,0.94355017,0.9426868,0.9400988,0.9392362,0.938373,0.93750954,0.9366462,0.93405825,0.9331957,0.9323327
92,0.94977844,0.9489155,0.9480537,0.9454648,0.9446023,0.94374055,0.9428764,0.94201237,0.9394249,0.93856275,0.937699
93,0.9551362,0.9542742,0.95341104,0.95082253,0.9499608,0.9490971,0.948234,0.9473717,0.94478345,0.9439207,0.94305724
94,0.9604887,0.959626,0.9587627,0.95617527,0.95531195,0.9544491,0.95358646,0.9527232,0.9501343,0.94927186,0.9484098
95,0.96583354,0.9649696,0.96410763,0.9615199,0.96065617,0.959795,0.9589317,0.95806766,0.95547926,0.95461595,0.95375454
96,0.971174,0.9703109,0.96944803,0.9668604,0.9659967,0.9651339,0.9642721,0.9634099,0.9608206,0.9599568,0.95909506
97,0.9765063,0.97564304,0.974781,0.9721927,0.97133017,0.97046626,0.9696042,0.9687408,0.9661532,0.9652891,0.9644262
98,0.98183376,0.9809703,0.98010844,0.9775196,0.9766579,0.9757931,0.9749312,0.9740691,0.97147995,0.9706166,0.96975434
99,0.98715305,0.98629016,0.98542756,0.9828393,0.9819752,0.9811135,0.9802506,0.979387,0.9768006,0.97593606,0.97507346
100,0.99246705,0.9916052,0.99074256,0.9881537,0.98729116,0.9864285,0.98556507,0.9847022,0.98211443,0.98125184,0.9803887
