,0,1,2,3,4,5,6,7,8
0,-0.50177664,-0.44430596,-0.40500516,-0.36569878,-0.32639933,-0.28710067,-0.16918956,-0.12988764,-0.09058674
1,-0.4861784,-0.42247975,-0.38317925,-0.34387457,-0.3045725,-0.2652706,-0.1473607,-0.10806509,-0.0687599
2,-0.4705948,-0.40068018,-0.36137804,-0.32207626,-0.2827693,-0.24347316,-0.12556411,-0.08625938,-0.046957925
3,-0.45502988,-0.37890875,-0.33960438,-0.3003023,-0.2610008,-0.22169764,-0.10378937,-0.06448738,-0.025189593
4,-0.4394921,-0.35716859,-0.31786397,-0.2785616,-0.23925991,-0.19995742,-0.082049154,-0.042746976,-0.003446777
5,-0.4239729,-0.3354568,-0.29615378,-0.25685638,-0.21755281,-0.17824775,-0.06034129,-0.021039177,0.018261524
6,-0.40847135,-0.3137748,-0.27447256,-0.23516573,-0.19586684,-0.15656504,-0.038656827,0.0006448755,0.039949067
7,-0.3929953,-0.29212013,-0.25281742,-0.21351172,-0.17421189,-0.13490964,-0.017000115,0.022302305,0.061604448
8,-0.37753227,-0.27048674,-0.23118578,-0.19188276,-0.15257934,-0.113279976,0.0046289945,0.04393189,0.0832319
9,-0.36209214,-0.24888946,-0.20958795,-0.17028531,-0.13097908,-0.0916786,0.026231209,0.06553087,0.1048342
10,-0.34522942,-0.22732292,-0.18801725,-0.14871618,-0.10941318,-0.07011244,0.047796607,0.08709837,0.12640041
11,-0.3236853,-0.20577657,-0.16647509,-0.1271691,-0.08786897,-0.048566934,0.06934053,0.1086445,0.14794555
12,-0.3021711,-0.18426557,-0.14495908,-0.10565842,-0.06635278,-0.027053723,0.0908541,0.13015874,0.16945943
13,-0.2806845,-0.162779,-0.123477325,-0.084172785,-0.04487427,-0.0055684857,0.112337016,0.15163758,0.19094186
14,-0.25922623,-0.14131862,-0.1020198,-0.06271607,-0.02341512,0.015889274,0.13379475,0.1730999,0.21239805
15,-0.2377993,-0.119894095,-0.08058897,-0.041286487,-0.0019874205,0.037319396,0.15522388,0.19452715,0.23382857
16,-0.21640612,-0.09849469,-0.059195567,-0.019893434,0.019411197,0.05871052,0.17662074,0.21592304,0.25522196
17,-0.19503132,-0.07712321,-0.03781975,0.0014818601,0.040782664,0.08008698,0.19799353,0.2372942,0.2765999
18,-0.17368333,-0.055776056,-0.016472785,0.022830835,0.062133584,0.10143273,0.21934485,0.2586462,0.29794663
19,-0.15236518,-0.03446036,0.0048487335,0.044148035,0.083450444,0.12275087,0.24066326,0.27996254,0.31926754
20,-0.1310751,-0.01316844,0.026134323,0.06543611,0.10473893,0.14403996,0.26195183,0.3012474,0.34055278
21,-0.109811224,0.008097088,0.04739556,0.08669943,0.12600347,0.16530497,0.28321272,0.32251316,0.3618174
22,-0.08858081,0.029324982,0.06863046,0.10793199,0.14723463,0.18653528,0.30444515,0.34374827,0.3830494
23,-0.067370854,0.05053547,0.08983903,0.12914202,0.1684453,0.20774549,0.3256499,0.36495212,0.4042586
