,0,1,2,3,4,5,6
61,0.7046896,0.74020594,0.7757224,0.80936366,0.8649639,0.8808608,0.89675677
62,0.722841,0.7583562,0.7932701,0.8234266,0.8733397,0.8892379,0.9046143
63,0.74096555,0.7764794,0.81009585,0.8336703,0.8817029,0.89717126,0.9116226
64,0.7590635,0.7939454,0.8241307,0.8423657,0.8897183,0.9041712,0.91860485
65,0.7771388,0.8107104,0.83451957,0.85070705,0.89670956,0.91086423,0.92457044
66,0.79453325,0.8247741,0.84314424,0.85904235,0.9031184,0.9168224,0.9305268
67,0.8112526,0.8353235,0.8514652,0.8673099,0.909067,0.92277116,0.9364765
68,0.8253591,0.8438821,0.85977936,0.8738976,0.9150125,0.92871726,0.9424218
69,0.8360871,0.852184,0.86612874,0.87983245,0.9209474,0.9346519,0.948358
70,0.84440076,0.8583508,0.872057,0.8857618,0.9268761,0.9405803,0.9542861
71,0.8505686,0.8642735,0.8779786,0.89168304,0.93279797,0.9465026,0.9602079
72,0.85648495,0.87018806,0.8838923,0.8975991,0.9387136,0.9524173,0.9661209
73,0.862392,0.87609655,0.88980013,0.90350616,0.9446208,0.9583255,0.97203076
74,0.86829036,0.88199484,0.8956986,0.90940446,0.95052034,0.9642241,0.97792864
75,0.874185,0.88788944,0.9015935,0.915299,0.9564132,0.9701179,0.9838233
76,0.8800684,0.8937738,0.9074781,0.9211831,0.9622983,0.9760032,0.98970795
77,0.8859481,0.8996517,0.9133586,0.9270623,0.9681781,0.9818834,0.9955868
78,0.89181995,0.9055239,0.91922826,0.9329345,0.9740487,0.9877525,1.0014579
79,0.8976834,0.9113873,0.9250924,0.93879753,0.9799126,0.9936171,1.0073214
80,0.90353906,0.9172439,0.9309496,0.94465464,0.9857681,0.99947363,1.0131787
81,0.9093914,0.92309624,0.936802,0.95050675,0.9916216,1.0053254,1.019031
82,0.91523457,0.9289397,0.9426438,0.95634955,0.99746346,1.0111699,1.024874
83,0.92107075,0.93477464,0.9484809,0.9621862,1.0032998,1.017005,1.0307096
84,0.9269002,0.94060504,0.95430994,0.96801394,1.0091287,1.0228344,1.036538
85,0.9327228,0.946426,0.9601316,0.97383666,1.014951,1.028656,1.0423603
86,0.9385367,0.95224196,0.9659467,0.9796515,1.0207654,1.0344716,1.0481759
87,0.94434565,0.9580498,0.9717559,0.98546004,1.0265744,1.0402787,1.0539845
88,0.95014715,0.9638508,0.97755617,0.9912611,1.0323752,1.0460799,1.0597857
89,0.95594126,0.9696459,0.9833501,0.9970558,1.0381708,1.051875,1.0655789
90,0.961728,0.9754334,0.9891374,1.0028427,1.0439575,1.0576622,1.0713668
91,0.9675077,0.98121226,0.9949181,1.0086229,1.0497378,1.0634416,1.0771474
92,0.97328365,0.986988,1.0006938,1.0143983,1.0555129,1.0692174,1.0829233
93,0.97905076,0.9927566,1.00646,1.020165,1.0612795,1.074985,1.0886899
94,0.9848095,0.998514,1.0122197,1.0259242,1.0670393,1.0807431,1.0944498
95,0.99056286,1.0042683,1.0179718,1.0316769,1.0727913,1.0864966,1.1002014
96,0.9963107,1.0100147,1.0237199,1.0374248,1.0785398,1.0922445,1.1059496
97,1.0020491,1.0157528,1.0294588,1.0431634,1.0842788,1.097984,1.1116881
98,1.0077841,1.0214878,1.0351931,1.0488985,1.0900121,1.1037172,1.1174219
99,1.0135081,1.0272127,1.0409166,1.0546224,1.0957371,1.1094428,1.1231467
100,1.0192276,1.0329326,1.0466375,1.0603424,1.1014571,1.1151623,1.1288671
