,0,1,2,3,4,5,6,7,8,9
0,-0.353939,-0.33142743,-0.263903,-0.24139439,-0.2188835,-0.19637631,-0.17386787,-0.10633883,-0.08383175,-0.061324816
1,-0.336991,-0.3144869,-0.24695541,-0.22444528,-0.20193745,-0.17943013,-0.15692079,-0.08939268,-0.06688562,-0.044374544
2,-0.32006186,-0.29755315,-0.23002578,-0.20751756,-0.18500797,-0.16249774,-0.13998914,-0.07246494,-0.04995631,-0.027448097
3,-0.30315778,-0.2806493,-0.2131218,-0.19061463,-0.1681053,-0.14559409,-0.12308673,-0.055559643,-0.03305116,-0.0105412705
4,-0.28627566,-0.26377055,-0.19624273,-0.17373398,-0.1512231,-0.12871481,-0.10620856,-0.03868081,-0.016172491,0.006338804
5,-0.26941815,-0.24691156,-0.17938365,-0.15687634,-0.1343692,-0.11185666,-0.08934741,-0.021825837,0.0006859488,0.023194108
6,-0.25258338,-0.23007208,-0.16254842,-0.14003798,-0.117528416,-0.09502086,-0.07251403,-0.004982872,0.017522955,0.040029597
7,-0.23576747,-0.21326037,-0.145735,-0.12322577,-0.100715846,-0.0782083,-0.05569886,0.011829353,0.03433798,0.056845
8,-0.21897373,-0.19646516,-0.12893835,-0.10643094,-0.083919786,-0.06141122,-0.038905784,0.028624741,0.05113231,0.07364026
9,-0.20220184,-0.1796964,-0.11216655,-0.08965936,-0.067150846,-0.044640563,-0.022132942,0.045392167,0.06790078,0.09041136
10,-0.18545675,-0.16294588,-0.09541923,-0.072911546,-0.0504043,-0.02789331,-0.005384669,0.062141005,0.084650345,0.107159615
11,-0.16872667,-0.1462211,-0.078693256,-0.05618457,-0.03367696,-0.011167204,0.011342514,0.0788662,0.10137514,0.12388746
12,-0.15202166,-0.12951382,-0.061987914,-0.039480135,-0.016969232,0.0055400804,0.028048508,0.09557302,0.11808257,0.14059196
13,-0.13534534,-0.112833075,-0.045304466,-0.022799376,-0.00028829896,0.02221809,0.044729322,0.11225377,0.13476186,0.15727033
14,-0.11868082,-0.09617483,-0.028647399,-0.0061343503,0.01637289,0.038879666,0.061389454,0.12891665,0.15142268,0.17393425
15,-0.102045685,-0.07953371,-0.012009168,0.010502064,0.033008154,0.055517063,0.07802643,0.14555362,0.16806206,0.19057298
16,-0.08542844,-0.0629205,0.004605483,0.02711466,0.04962362,0.072132826,0.094643,0.1621701,0.18467493,0.20718013
17,-0.06883446,-0.04632564,0.021200381,0.043709565,0.06621897,0.08872952,0.11123862,0.17876413,0.20127173,0.22378103
18,-0.052257635,-0.029749315,0.03777965,0.060286842,0.082794376,0.10530227,0.12781079,0.1953401,0.21784618,0.24035458
19,-0.03570631,-0.013196872,0.054327924,0.07683786,0.09934767,0.1218543,0.14436406,0.21189095,0.23440064,0.25690803
20,-0.019177899,0.0033298896,0.070859365,0.09336449,0.11587291,0.13838615,0.16089407,0.2284199,0.25092953,0.27343592
21,-0.0026663423,0.019843694,0.0873691,0.10987809,0.13238785,0.15489599,0.17740665,0.24493323,0.2674406,0.28995186
22,0.013819496,0.03632827,0.10385451,0.12636395,0.14887352,0.1713822,0.19389239,0.26141605,0.28392395,0.306434
23,0.03028757,0.052794058,0.12032447,0.14283271,0.16533934,0.18784852,0.21035811,0.27788407,0.30039498,0.3229034
24,0.046728183,0.06923984,0.13676749,0.15927285,0.18178378,0.20429173,0.22680174,0.2943282,0.31683657,0.339347
25,0.06315733,0.085665,0.15319288,0.17570001,0.19820891,0.22071946,0.24322897,0.31075245,0.33326244,0.3557705
