,0,1,2,3
0,-0.6965397,-0.85108733,-0.90260375,-0.95398754
1,-0.6918942,-0.846444,-0.8979584,-0.9494543
2,-0.6872537,-0.8418021,-0.89332,-0.94483507
3,-0.6826209,-0.8371696,-0.88868535,-0.94020164
4,-0.67799413,-0.8325421,-0.8840584,-0.93557394
5,-0.67337376,-0.8279233,-0.8794383,-0.9309549
6,-0.66875845,-0.82330567,-0.87482244,-0.9263391
7,-0.6641501,-0.8186981,-0.8702156,-0.92173064
8,-0.65954494,-0.8140946,-0.8656102,-0.91712666
9,-0.65494835,-0.8094973,-0.86101395,-0.9125298
10,-0.6503574,-0.80490583,-0.8564233,-0.9079394
11,-0.64577293,-0.8003209,-0.85183704,-0.90335476
12,-0.6411941,-0.7957421,-0.84725845,-0.8987749
13,-0.6366219,-0.7911698,-0.8426875,-0.89420307
14,-0.63205504,-0.78660375,-0.8381193,-0.8896343
15,-0.6274945,-0.78204244,-0.8335588,-0.8850759
16,-0.6229406,-0.7774884,-0.82900506,-0.8805215
17,-0.6183925,-0.7729407,-0.8244576,-0.8759736
18,-0.61384815,-0.76839614,-0.8199121,-0.8714293
19,-0.6093102,-0.76385975,-0.8153752,-0.8668913
20,-0.60478085,-0.7593292,-0.810844,-0.8623605
21,-0.6002535,-0.75480413,-0.8063202,-0.8578348
22,-0.59573495,-0.75028354,-0.80180025,-0.853316
23,-0.59122336,-0.74577,-0.7972867,-0.84880304
24,-0.5867155,-0.74126345,-0.7927799,-0.84429467
25,-0.58221245,-0.73676115,-0.78827715,-0.8397926
26,-0.57771593,-0.73226595,-0.7837815,-0.83529764
27,-0.57322735,-0.7277753,-0.77929056,-0.83080703
28,-0.5687418,-0.7232914,-0.7748066,-0.82632357
29,-0.5642631,-0.71881115,-0.77032816,-0.82184494
30,-0.55979025,-0.714337,-0.76585424,-0.81737006
31,-0.55532354,-0.70987326,-0.76138765,-0.8129031
32,-0.5508613,-0.70540935,-0.75692606,-0.8084409
33,-0.546406,-0.7009541,-0.75247025,-0.803987
34,-0.5419547,-0.69650376,-0.7480188,-0.79953593
35,-0.53751,-0.69205844,-0.74357533,-0.79509133
36,-0.5330719,-0.6876205,-0.73913634,-0.7906522
37,-0.5286378,-0.6831873,-0.734704,-0.78622085
38,-0.5242124,-0.6787615,-0.7302758,-0.7817914
39,-0.5197895,-0.67433727,-0.7258544,-0.77736974
40,-0.5153739,-0.669922,-0.7214371,-0.7729536
