0.1889,0.1042,0.1586
0.1180,0.0628,0.0968
0.1187,0.0628,0.1053
0.1116,0.0688,0.1085
0.1065,0.0603,0.1135
0.1304,0.0659,0.1107
0.1047,0.0622,0.1105
0.1353,0.0686,0.1145
0.1120,0.0656,0.1242
0.1282,0.0632,0.1155
0.0997,0.0573,0.1059
0.1058,0.0624,0.1026
0.1096,0.0643,0.1067
0.1205,0.0604,0.1222
0.0956,0.0588,0.1072
0.1207,0.0592,0.1369
0.0932,0.0586,0.1082
0.1014,0.0588,0.1028
0.0990,0.0571,0.1179
0.0949,0.0592,0.1060
0.0917,0.0573,0.1146
0.1260,0.0723,0.1054
0.1279,0.0720,0.1134
0.2511,0.0890,0.2126
0.1576,0.0793,0.1316
0.0914,0.0545,0.0904
0.0880,0.0532,0.0966
0.1695,0.0714,0.1349
0.1018,0.0568,0.1010
0.1249,0.0576,0.1279
0.0866,0.0543,0.1049
0.0961,0.0589,0.0972
0.0988,0.0611,0.0990
0.0864,0.0525,0.0987
0.0848,0.0547,0.0988
0.0934,0.0564,0.0930
0.1145,0.0635,0.1013
0.0839,0.0544,0.0912
0.0885,0.0542,0.1017
0.0867,0.0543,0.0944
0.0804,0.0512,0.0937
0.1141,0.0602,0.0981
0.1135,0.0590,0.1002
0.0849,0.0509,0.0885
0.1004,0.0547,0.1094
0.0961,0.0533,0.1095
0.1139,0.0571,0.1363
0.0865,0.0529,0.1180
0.0954,0.0524,0.1279
0.1099,0.0649,0.0836
0.1148,0.0615,0.0941
0.0829,0.0548,0.0851
0.0840,0.0563,0.0849
0.0788,0.0547,0.0860
0.1026,0.0564,0.0941
0.0877,0.0514,0.0916
0.1377,0.0694,0.1129
0.0910,0.0541,0.0907
0.0816,0.0534,0.0862
0.1364,0.0570,0.1165
0.1228,0.0615,0.1039
0.0718,0.0478,0.0756
0.0720,0.0488,0.0792
0.1519,0.0622,0.1417
0.1220,0.0666,0.1008
0.0824,0.0528,0.0820
0.0915,0.0508,0.0940
0.1507,0.0682,0.1217
0.1098,0.0548,0.1030
